mass_A
t	x	y
1.993000000E1	1.677635048E-1	4.431163562E-2
1.994000000E1	1.662564572E-1	4.387167574E-2
1.995000000E1	1.646065438E-1	4.323856192E-2
1.996000000E1	1.629336401E-1	4.294414068E-2
1.997000000E1	1.604264838E-1	4.246329618E-2
1.998000000E1	1.585042031E-1	4.180145073E-2
1.999000000E1	1.558124915E-1	4.152086168E-2
2.000000000E1	1.534884139E-1	4.059386682E-2
2.001000000E1	1.510042885E-1	4.019002576E-2
2.002000000E1	1.480036122E-1	3.929911150E-2
2.003000000E1	1.450264111E-1	3.884117426E-2
2.004000000E1	1.420171649E-1	3.785370458E-2
2.005000000E1	1.388154204E-1	3.738920634E-2
2.006000000E1	1.353865739E-1	3.641149243E-2
2.007000000E1	1.316830805E-1	3.600705488E-2
2.008000000E1	1.282984797E-1	3.503136718E-2
2.009000000E1	1.242177819E-1	3.467234122E-2
2.010000000E1	1.205594199E-1	3.360306367E-2
2.011000000E1	1.164191036E-1	3.322205719E-2
2.012000000E1	1.120630008E-1	3.226272195E-2
2.013000000E1	1.077489093E-1	3.182944373E-2
2.014000000E1	1.031178626E-1	3.098062645E-2
2.015000000E1	9.837857129E-2	3.061099500E-2
2.016000000E1	9.395430723E-2	2.983809378E-2
2.017000000E1	8.931998250E-2	2.946134474E-2
2.018000000E1	8.470751488E-2	2.865021503E-2
2.019000000E1	7.989503488E-2	2.821261066E-2
2.020000000E1	7.475406588E-2	2.745219801E-2
2.021000000E1	6.974952814E-2	2.700871050E-2
2.022000000E1	6.505814991E-2	2.611740612E-2
2.023000000E1	5.971640361E-2	2.575857191E-2
2.024000000E1	5.448120350E-2	2.506432414E-2
2.025000000E1	4.902175887E-2	2.461301474E-2
2.026000000E1	4.400109655E-2	2.449235731E-2
2.027000000E1	3.862594091E-2	2.390070520E-2
2.028000000E1	3.339873664E-2	2.354159740E-2
2.029000000E1	2.775993649E-2	2.345270941E-2
2.030000000E1	2.254498500E-2	2.319582850E-2
2.031000000E1	1.702258899E-2	2.297864911E-2
2.032000000E1	1.125332566E-2	2.260288310E-2
2.033000000E1	5.993159962E-3	2.259555494E-2
2.034000000E1	5.706343327E-4	2.266587759E-2
2.035000000E1	-5.177992078E-3	2.276145516E-2
2.036000000E1	-1.039759834E-2	2.285484232E-2
2.037000000E1	-1.595328349E-2	2.302602803E-2
2.038000000E1	-2.158499233E-2	2.317111570E-2
2.039000000E1	-2.689623648E-2	2.333322806E-2
2.040000000E1	-3.236281744E-2	2.349427230E-2
2.041000000E1	-3.810575911E-2	2.371353228E-2
2.042000000E1	-4.313479221E-2	2.391359522E-2
2.043000000E1	-4.873531572E-2	2.404777886E-2
2.044000000E1	-5.400263010E-2	2.433411542E-2
2.045000000E1	-5.921683300E-2	2.482636275E-2
2.046000000E1	-6.419807251E-2	2.539938759E-2
2.047000000E1	-6.962140472E-2	2.585717890E-2
2.048000000E1	-7.445567871E-2	2.612420115E-2
2.049000000E1	-7.961411357E-2	2.666253790E-2
2.050000000E1	-8.481998955E-2	2.737683287E-2
2.051000000E1	-8.938871461E-2	2.787131668E-2
2.052000000E1	-9.402870371E-2	2.832334502E-2
2.053000000E1	-9.861723385E-2	2.927848551E-2
2.054000000E1	-1.030911534E-1	2.971536258E-2
2.055000000E1	-1.077079951E-1	3.011919788E-2
2.056000000E1	-1.119669189E-1	3.074450760E-2
2.057000000E1	-1.161114369E-1	3.139738079E-2
2.058000000E1	-1.204560769E-1	3.191237763E-2
2.059000000E1	-1.248801631E-1	3.281712312E-2
2.060000000E1	-1.285595302E-1	3.335182639E-2
2.061000000E1	-1.326645582E-1	3.433294527E-2
2.062000000E1	-1.362757092E-1	3.489039868E-2
2.063000000E1	-1.398169690E-1	3.542362053E-2
2.064000000E1	-1.432423054E-1	3.638398144E-2
2.065000000E1	-1.464426954E-1	3.669275083E-2
2.066000000E1	-1.497487910E-1	3.764597828E-2
2.067000000E1	-1.523914820E-1	3.826733802E-2
2.068000000E1	-1.552622450E-1	3.874808439E-2
2.069000000E1	-1.581731824E-1	3.964816505E-2
2.070000000E1	-1.610124558E-1	4.003266356E-2
2.071000000E1	-1.635833204E-1	4.068042365E-2
2.072000000E1	-1.658117931E-1	4.129575411E-2
2.073000000E1	-1.683669768E-1	4.177342764E-2
2.074000000E1	-1.702119428E-1	4.206165598E-2
2.075000000E1	-1.721033659E-1	4.279780593E-2
2.076000000E1	-1.741944252E-1	4.331347551E-2
2.077000000E1	-1.758251656E-1	4.359484856E-2
2.078000000E1	-1.773866877E-1	4.392958890E-2
2.079000000E1	-1.789147420E-1	4.445702485E-2
2.080000000E1	-1.802389956E-1	4.490800170E-2
2.081000000E1	-1.812184501E-1	4.506150733E-2
2.082000000E1	-1.819852609E-1	4.511060657E-2
2.083000000E1	-1.827701144E-1	4.539535711E-2
2.084000000E1	-1.835172193E-1	4.533261971E-2
2.085000000E1	-1.837914171E-1	4.531213788E-2
2.086000000E1	-1.842212215E-1	4.532209156E-2
2.087000000E1	-1.842604670E-1	4.530879141E-2
2.088000000E1	-1.846466837E-1	4.524632844E-2
2.089000000E1	-1.847762845E-1	4.520253523E-2
2.090000000E1	-1.843724857E-1	4.515893324E-2
2.091000000E1	-1.838407667E-1	4.508697267E-2
2.092000000E1	-1.834923944E-1	4.503736705E-2
2.093000000E1	-1.826935299E-1	4.494079767E-2
2.094000000E1	-1.819351287E-1	4.488015739E-2
2.095000000E1	-1.806848176E-1	4.471921113E-2
2.096000000E1	-1.795497008E-1	4.434356629E-2
2.097000000E1	-1.782043655E-1	4.396475677E-2
2.098000000E1	-1.764141014E-1	4.346246955E-2
2.099000000E1	-1.747170874E-1	4.326259432E-2
2.100000000E1	-1.730906428E-1	4.302720802E-2
2.101000000E1	-1.713391447E-1	4.234662921E-2
2.102000000E1	-1.694524495E-1	4.178875835E-2
2.103000000E1	-1.672215536E-1	4.147492598E-2
2.104000000E1	-1.650840477E-1	4.082837837E-2
2.105000000E1	-1.626274976E-1	4.006102861E-2
2.106000000E1	-1.600340392E-1	3.964510110E-2
2.107000000E1	-1.572976895E-1	3.882578127E-2
2.108000000E1	-1.546199799E-1	3.838474349E-2
2.109000000E1	-1.518524699E-1	3.788063051E-2
2.110000000E1	-1.488732139E-1	3.706903634E-2
2.111000000E1	-1.459374114E-1	3.660982084E-2
2.112000000E1	-1.424712090E-1	3.571542506E-2
2.113000000E1	-1.390835394E-1	3.500954967E-2
2.114000000E1	-1.357421723E-1	3.438339741E-2
2.115000000E1	-1.323033182E-1	3.367311550E-2
2.116000000E1	-1.283892658E-1	3.314141330E-2
2.117000000E1	-1.247955753E-1	3.219109256E-2
2.118000000E1	-1.208007101E-1	3.149471020E-2
2.119000000E1	-1.165648987E-1	3.064227657E-2
2.120000000E1	-1.129121820E-1	2.991963641E-2
2.121000000E1	-1.087881976E-1	2.947009166E-2
2.122000000E1	-1.043576727E-1	2.907546646E-2
2.123000000E1	-9.996251418E-2	2.833554557E-2
2.124000000E1	-9.540247328E-2	2.777013391E-2
2.125000000E1	-9.083383034E-2	2.676483500E-2
2.126000000E1	-8.637136899E-2	2.624448735E-2
2.127000000E1	-8.181303545E-2	2.548008868E-2
2.128000000E1	-7.700630720E-2	2.497429197E-2
2.129000000E1	-7.218134358E-2	2.447370401E-2
2.130000000E1	-6.739442347E-2	2.409267269E-2
2.131000000E1	-6.256165652E-2	2.380284756E-2
2.132000000E1	-5.781275380E-2	2.314686957E-2
2.133000000E1	-5.304306448E-2	2.265494246E-2
2.134000000E1	-4.774095228E-2	2.236687442E-2
2.135000000E1	-4.288516183E-2	2.222003355E-2
2.136000000E1	-3.790382332E-2	2.194549200E-2
2.137000000E1	-3.270359012E-2	2.178196943E-2
2.138000000E1	-2.779135257E-2	2.175728323E-2
2.139000000E1	-2.250564861E-2	2.160845457E-2
2.140000000E1	-1.739933973E-2	2.155330190E-2
2.141000000E1	-1.237884227E-2	2.145945534E-2
2.142000000E1	-7.071828641E-3	2.138807003E-2
2.143000000E1	-2.236621365E-3	2.131688979E-2
2.144000000E1	2.907830902E-3	2.124529532E-2
2.145000000E1	8.093397600E-3	2.120636867E-2
2.146000000E1	1.300442206E-2	2.139659026E-2
2.147000000E1	1.821430441E-2	2.147988554E-2
2.148000000E1	2.312262446E-2	2.154416741E-2
2.149000000E1	2.781376191E-2	2.202756540E-2
2.150000000E1	3.297844803E-2	2.210109265E-2
2.151000000E1	3.805254885E-2	2.227993182E-2
2.152000000E1	4.261402434E-2	2.292146513E-2
2.153000000E1	4.722033429E-2	2.312196606E-2
2.154000000E1	5.187081394E-2	2.327622244E-2
2.155000000E1	5.642914751E-2	2.368831398E-2
2.156000000E1	6.094083435E-2	2.408991025E-2
2.157000000E1	6.540768345E-2	2.446682071E-2
2.158000000E1	6.963313589E-2	2.518511084E-2
2.159000000E1	7.404956872E-2	2.559910179E-2
2.160000000E1	7.842814301E-2	2.617493731E-2
2.161000000E1	8.264153228E-2	2.679812153E-2
2.162000000E1	8.651204623E-2	2.699179362E-2
2.163000000E1	9.055753678E-2	2.741920446E-2
2.164000000E1	9.419155928E-2	2.815208185E-2
2.165000000E1	9.805418609E-2	2.848333634E-2
2.166000000E1	1.015040296E-1	2.923749330E-2
2.167000000E1	1.051442014E-1	2.957410759E-2
2.168000000E1	1.087851193E-1	3.039505192E-2
2.169000000E1	1.119322829E-1	3.077880532E-2
2.170000000E1	1.149862352E-1	3.128060074E-2
2.171000000E1	1.179416049E-1	3.198079681E-2
2.172000000E1	1.208859108E-1	3.209469298E-2
2.173000000E1	1.237565713E-1	3.304944016E-2
2.174000000E1	1.264460595E-1	3.335351150E-2
2.175000000E1	1.286927414E-1	3.399574212E-2
2.176000000E1	1.313095650E-1	3.446431519E-2
2.177000000E1	1.332091089E-1	3.470929739E-2
2.178000000E1	1.354828920E-1	3.520083314E-2
2.179000000E1	1.374544709E-1	3.577811091E-2
2.180000000E1	1.391504490E-1	3.605802325E-2
2.181000000E1	1.406034145E-1	3.622806239E-2
2.182000000E1	1.420953363E-1	3.663687677E-2
2.183000000E1	1.434819697E-1	3.702481044E-2
2.184000000E1	1.449058449E-1	3.736038051E-2
2.185000000E1	1.458614628E-1	3.752383692E-2
2.186000000E1	1.466684275E-1	3.757615286E-2
2.187000000E1	1.477279979E-1	3.768917817E-2
2.188000000E1	1.481040091E-1	3.760359143E-2
2.189000000E1	1.483799642E-1	3.771540540E-2
2.190000000E1	1.486472033E-1	3.772129044E-2
2.191000000E1	1.485058215E-1	3.766753331E-2
2.192000000E1	1.482978394E-1	3.754783870E-2
2.193000000E1	1.481401422E-1	3.747872655E-2
2.194000000E1	1.480022979E-1	3.739950825E-2
2.195000000E1	1.477211710E-1	3.734969958E-2
2.196000000E1	1.467941850E-1	3.729823187E-2
2.197000000E1	1.464143008E-1	3.727805174E-2
2.198000000E1	1.452818033E-1	3.710723085E-2
2.199000000E1	1.443722963E-1	3.680062930E-2
2.200000000E1	1.434006920E-1	3.636289904E-2
2.201000000E1	1.420171500E-1	3.602135544E-2
2.202000000E1	1.405476079E-1	3.595239027E-2
2.203000000E1	1.390528224E-1	3.569641111E-2
2.204000000E1	1.373384810E-1	3.505139785E-2
2.205000000E1	1.355959795E-1	3.463363339E-2
2.206000000E1	1.332402157E-1	3.443683941E-2
2.207000000E1	1.313143369E-1	3.367539664E-2
2.208000000E1	1.287102730E-1	3.329224044E-2
2.209000000E1	1.266441121E-1	3.305409246E-2
2.210000000E1	1.239462495E-1	3.209285563E-2
2.211000000E1	1.211072617E-1	3.190040778E-2
2.212000000E1	1.182842933E-1	3.129803535E-2
2.213000000E1	1.152104051E-1	3.074592690E-2
2.214000000E1	1.121612546E-1	3.045437486E-2
2.215000000E1	1.089358422E-1	2.981571722E-2
2.216000000E1	1.058399132E-1	2.928789803E-2
2.217000000E1	1.025236706E-1	2.886335085E-2
2.218000000E1	9.863168108E-2	2.824978265E-2
2.219000000E1	9.528478150E-2	2.795428829E-2
2.220000000E1	9.183877475E-2	2.756438585E-2
2.221000000E1	8.803037980E-2	2.701574466E-2
2.222000000E1	8.440461793E-2	2.677417985E-2
2.223000000E1	8.035072326E-2	2.642903604E-2
2.224000000E1	7.599918391E-2	2.559050560E-2
2.225000000E1	7.207320877E-2	2.530834517E-2
2.226000000E1	6.814924625E-2	2.454762748E-2
2.227000000E1	6.392562407E-2	2.420614159E-2
2.228000000E1	5.946534625E-2	2.393645733E-2
2.229000000E1	5.489785226E-2	2.330270190E-2
2.230000000E1	5.033473871E-2	2.306551877E-2
2.231000000E1	4.579440815E-2	2.300322860E-2
2.232000000E1	4.132265849E-2	2.283787040E-2
2.233000000E1	3.675423820E-2	2.235677528E-2
2.234000000E1	3.217289925E-2	2.205600782E-2
2.235000000E1	2.755128891E-2	2.204231580E-2
2.236000000E1	2.299716995E-2	2.197106382E-2
2.237000000E1	1.841014663E-2	2.197960800E-2
2.238000000E1	1.374517864E-2	2.170498753E-2
2.239000000E1	9.065551879E-3	2.197164763E-2
2.240000000E1	4.145752739E-3	2.175833972E-2
2.241000000E1	-7.615663602E-4	2.146680056E-2
2.242000000E1	-5.413907230E-3	2.147506617E-2
2.243000000E1	-1.004518870E-2	2.157150008E-2
2.244000000E1	-1.467006858E-2	2.167290890E-2
2.245000000E1	-1.929613796E-2	2.176939815E-2
2.246000000E1	-2.383367518E-2	2.187931690E-2
2.247000000E1	-2.856181698E-2	2.205633384E-2
2.248000000E1	-3.301855981E-2	2.217301328E-2
2.249000000E1	-3.768107994E-2	2.237650567E-2
2.250000000E1	-4.191278339E-2	2.262319186E-2
2.251000000E1	-4.627221915E-2	2.275283710E-2
2.252000000E1	-5.074737117E-2	2.311102488E-2
2.253000000E1	-5.508143088E-2	2.352881859E-2
2.254000000E1	-5.946657199E-2	2.401123133E-2
2.255000000E1	-6.390586994E-2	2.426111869E-2
2.256000000E1	-6.829924870E-2	2.447882512E-2
2.257000000E1	-7.255064335E-2	2.496516142E-2
2.258000000E1	-7.677387045E-2	2.555560664E-2
2.259000000E1	-8.085288559E-2	2.607338982E-2
2.260000000E1	-8.486197306E-2	2.640075073E-2
2.261000000E1	-8.879361207E-2	2.728190999E-2
2.262000000E1	-9.240936328E-2	2.784201601E-2
2.263000000E1	-9.636665800E-2	2.823572792E-2
2.264000000E1	-9.984518658E-2	2.878252294E-2
2.265000000E1	-1.033968408E-1	2.934098623E-2
2.266000000E1	-1.071016295E-1	2.974991335E-2
2.267000000E1	-1.103268647E-1	3.000474574E-2
2.268000000E1	-1.134300896E-1	3.041762099E-2
2.269000000E1	-1.164113246E-1	3.088348133E-2
2.270000000E1	-1.195461386E-1	3.147482723E-2
2.271000000E1	-1.224711693E-1	3.184059488E-2
2.272000000E1	-1.253746653E-1	3.242963011E-2
2.273000000E1	-1.282529699E-1	3.315719631E-2
2.274000000E1	-1.309918489E-1	3.343564271E-2
2.275000000E1	-1.332535874E-1	3.394525926E-2
2.276000000E1	-1.356801488E-1	3.432891912E-2
2.277000000E1	-1.376879853E-1	3.489770881E-2
2.278000000E1	-1.399950515E-1	3.518198589E-2
2.279000000E1	-1.418851089E-1	3.544587070E-2
2.280000000E1	-1.437747524E-1	3.592242549E-2
2.281000000E1	-1.458361862E-1	3.656746154E-2
2.282000000E1	-1.475585471E-1	3.674088434E-2
2.283000000E1	-1.490569090E-1	3.692121230E-2
2.284000000E1	-1.504992423E-1	3.731175561E-2
2.285000000E1	-1.519033000E-1	3.726949117E-2
2.286000000E1	-1.533170778E-1	3.735606724E-2
2.287000000E1	-1.540973916E-1	3.746179652E-2
2.288000000E1	-1.550741896E-1	3.742536746E-2
2.289000000E1	-1.559276352E-1	3.745550381E-2
2.290000000E1	-1.566934248E-1	3.754276530E-2
2.291000000E1	-1.572082327E-1	3.746401113E-2
2.292000000E1	-1.576939654E-1	3.732029064E-2
2.293000000E1	-1.581093284E-1	3.722037251E-2
2.294000000E1	-1.581751046E-1	3.714063173E-2
2.295000000E1	-1.582077012E-1	3.709781376E-2
2.296000000E1	-1.581864591E-1	3.702997296E-2
2.297000000E1	-1.580781902E-1	3.698441946E-2
2.298000000E1	-1.578497763E-1	3.692430962E-2
2.299000000E1	-1.570383842E-1	3.689530705E-2
2.300000000E1	-1.566290251E-1	3.680460913E-2
2.301000000E1	-1.558127799E-1	3.667976984E-2
2.302000000E1	-1.550468019E-1	3.664828303E-2
2.303000000E1	-1.537897440E-1	3.661913642E-2
2.304000000E1	-1.528066329E-1	3.623547936E-2
2.305000000E1	-1.516882952E-1	3.625292746E-2
2.306000000E1	-1.504681747E-1	3.573677521E-2
2.307000000E1	-1.491094439E-1	3.527490716E-2
2.308000000E1	-1.475334648E-1	3.514440505E-2
2.309000000E1	-1.458693753E-1	3.489344409E-2
2.310000000E1	-1.442921837E-1	3.418989212E-2
2.311000000E1	-1.420648141E-1	3.365221240E-2
2.312000000E1	-1.402175371E-1	3.348013702E-2
2.313000000E1	-1.378921758E-1	3.313478854E-2
2.314000000E1	-1.357098417E-1	3.237205690E-2
2.315000000E1	-1.330714447E-1	3.187542465E-2
2.316000000E1	-1.308991639E-1	3.148564203E-2
2.317000000E1	-1.282311049E-1	3.096392465E-2
2.318000000E1	-1.253998269E-1	3.024246776E-2
2.319000000E1	-1.225313468E-1	2.998876974E-2
2.320000000E1	-1.195918952E-1	2.918345455E-2
2.321000000E1	-1.163978367E-1	2.852536985E-2
2.322000000E1	-1.134015486E-1	2.815085652E-2
2.323000000E1	-1.104108430E-1	2.788084753E-2
2.324000000E1	-1.073162382E-1	2.793295921E-2
2.325000000E1	-1.038755994E-1	2.782826587E-2
2.326000000E1	-1.001407638E-1	2.726580880E-2
2.327000000E1	-9.692242910E-2	2.654943460E-2
2.328000000E1	-9.345554759E-2	2.605711513E-2
2.329000000E1	-8.961643708E-2	2.542358293E-2
2.330000000E1	-8.622569904E-2	2.489232705E-2
2.331000000E1	-8.219158614E-2	2.452181241E-2
2.332000000E1	-7.861010562E-2	2.417892359E-2
2.333000000E1	-7.447417052E-2	2.378991640E-2
2.334000000E1	-7.031240448E-2	2.346871523E-2
2.335000000E1	-6.649482481E-2	2.292887179E-2
2.336000000E1	-6.240762038E-2	2.268878968E-2
2.337000000E1	-5.810895411E-2	2.247754631E-2
2.338000000E1	-5.391293417E-2	2.218009902E-2
2.339000000E1	-4.986364349E-2	2.202452707E-2
2.340000000E1	-4.577679623E-2	2.207706705E-2
2.341000000E1	-4.144619568E-2	2.199804569E-2
2.342000000E1	-3.703234194E-2	2.179371501E-2
2.343000000E1	-3.259734993E-2	2.160500495E-2
2.344000000E1	-2.825217766E-2	2.152518074E-2
2.345000000E1	-2.366866352E-2	2.154150734E-2
2.346000000E1	-1.929665651E-2	2.144049024E-2
2.347000000E1	-1.475355956E-2	2.144467334E-2
2.348000000E1	-1.021412714E-2	2.140229655E-2
2.349000000E1	-5.877797548E-3	2.133893159E-2
2.350000000E1	-1.266645186E-3	2.128348333E-2
2.351000000E1	3.104793837E-3	2.123923941E-2
2.352000000E1	7.543258599E-3	2.120355621E-2
2.353000000E1	1.192106963E-2	2.114298843E-2
2.354000000E1	1.637289307E-2	2.133953942E-2
2.355000000E1	2.057025671E-2	2.135373498E-2
2.356000000E1	2.464904122E-2	2.171010626E-2
2.357000000E1	2.904770186E-2	2.198765446E-2
2.358000000E1	3.338769107E-2	2.201167329E-2
2.359000000E1	3.735636614E-2	2.212074898E-2
2.360000000E1	4.122050995E-2	2.232012619E-2
2.361000000E1	4.506902796E-2	2.281785396E-2
2.362000000E1	4.888681514E-2	2.313994615E-2
2.363000000E1	5.298461509E-2	2.315095718E-2
2.364000000E1	5.656147759E-2	2.361424770E-2
2.365000000E1	6.033484134E-2	2.384509510E-2
2.366000000E1	6.386355453E-2	2.420357022E-2
2.367000000E1	6.786698845E-2	2.432790524E-2
2.368000000E1	7.108882656E-2	2.486704465E-2
2.369000000E1	7.432163495E-2	2.545604628E-2
2.370000000E1	7.751069879E-2	2.562750324E-2
2.371000000E1	8.120630893E-2	2.654097351E-2
2.372000000E1	8.462260039E-2	2.683542416E-2
2.373000000E1	8.771592348E-2	2.687940320E-2
2.374000000E1	9.061156341E-2	2.689831495E-2
2.375000000E1	9.346294483E-2	2.754168063E-2
2.376000000E1	9.649691126E-2	2.795237311E-2
2.377000000E1	9.917763907E-2	2.807941933E-2
2.378000000E1	1.016853887E-1	2.847787656E-2
2.379000000E1	1.042909224E-1	2.887921845E-2
2.380000000E1	1.068142288E-1	2.921558468E-2
2.381000000E1	1.089809479E-1	2.935877093E-2
2.382000000E1	1.113787493E-1	2.962702824E-2
2.383000000E1	1.132828901E-1	3.021720730E-2
2.384000000E1	1.150989376E-1	3.051875904E-2
2.385000000E1	1.168771638E-1	3.067487636E-2
2.386000000E1	1.184570788E-1	3.092966843E-2
2.387000000E1	1.196838486E-1	3.127205384E-2
2.388000000E1	1.210457219E-1	3.178320901E-2
2.389000000E1	1.224222406E-1	3.188096117E-2
2.390000000E1	1.238252683E-1	3.194302305E-2
2.391000000E1	1.250310007E-1	3.195932073E-2
2.392000000E1	1.256506204E-1	3.216837875E-2
2.393000000E1	1.267232516E-1	3.210311371E-2
2.394000000E1	1.271273304E-1	3.216298089E-2
2.395000000E1	1.279043019E-1	3.208190456E-2
2.396000000E1	1.283707369E-1	3.201839324E-2
2.397000000E1	1.285073182E-1	3.201187770E-2
2.398000000E1	1.285076424E-1	3.192278926E-2
2.399000000E1	1.284800303E-1	3.188981959E-2
2.400000000E1	1.284500094E-1	3.184307758E-2
2.401000000E1	1.283470555E-1	3.181147502E-2
2.402000000E1	1.280383108E-1	3.174195072E-2
2.403000000E1	1.272344543E-1	3.174003258E-2
2.404000000E1	1.268329515E-1	3.166407098E-2
2.405000000E1	1.259029894E-1	3.161096467E-2
2.406000000E1	1.251918312E-1	3.122668333E-2
2.407000000E1	1.239963582E-1	3.121525975E-2
2.408000000E1	1.227648346E-1	3.121769796E-2
2.409000000E1	1.217235345E-1	3.074995589E-2
2.410000000E1	1.206465913E-1	3.048068340E-2
2.411000000E1	1.191604272E-1	3.039270134E-2
2.412000000E1	1.175826341E-1	3.017990072E-2
2.413000000E1	1.158840015E-1	2.962618882E-2
2.414000000E1	1.142263405E-1	2.917382602E-2
2.415000000E1	1.121513605E-1	2.906360545E-2
2.416000000E1	1.101570615E-1	2.878964210E-2
2.417000000E1	1.079182677E-1	2.850706795E-2
2.418000000E1	1.056317149E-1	2.786941574E-2
2.419000000E1	1.028803726E-1	2.775066138E-2
2.420000000E1	1.003282335E-1	2.767577452E-2
2.421000000E1	9.807012325E-2	2.708393839E-2
2.422000000E1	9.523297006E-2	2.662411383E-2
2.423000000E1	9.238505954E-2	2.654934188E-2
2.424000000E1	8.948648355E-2	2.652494584E-2
2.425000000E1	8.652199090E-2	2.647105461E-2
2.426000000E1	8.335619592E-2	2.628271899E-2
2.427000000E1	8.008632355E-2	2.570362721E-2
2.428000000E1	7.692486134E-2	2.523405563E-2
2.429000000E1	7.393417888E-2	2.465325991E-2
2.430000000E1	7.090577444E-2	2.418756045E-2
2.431000000E1	6.762930262E-2	2.400287719E-2
2.432000000E1	6.388408381E-2	2.373156617E-2
2.433000000E1	6.050466886E-2	2.333331153E-2
2.434000000E1	5.664179107E-2	2.312388539E-2
2.435000000E1	5.304453143E-2	2.294976160E-2
2.436000000E1	4.906886772E-2	2.285911821E-2
2.437000000E1	4.547071963E-2	2.272354555E-2
2.438000000E1	4.192565971E-2	2.220713937E-2
2.439000000E1	3.815457546E-2	2.196889289E-2
2.440000000E1	3.421489014E-2	2.195679812E-2
2.441000000E1	3.030797191E-2	2.190204190E-2
2.442000000E1	2.610568338E-2	2.196200973E-2
2.443000000E1	2.208602240E-2	2.204926875E-2
2.444000000E1	1.825952822E-2	2.180795516E-2
2.445000000E1	1.411063240E-2	2.207742516E-2
2.446000000E1	9.904544720E-3	2.216420856E-2
2.447000000E1	6.207076138E-3	2.187005813E-2
2.448000000E1	2.086972391E-3	2.225070410E-2
2.449000000E1	-2.126836897E-3	2.257807202E-2
2.450000000E1	-5.930244491E-3	2.256487757E-2
2.451000000E1	-9.931022577E-3	2.277999724E-2
2.452000000E1	-1.410804111E-2	2.299416058E-2
2.453000000E1	-1.796756571E-2	2.295638568E-2
2.454000000E1	-2.187346937E-2	2.322603081E-2
2.455000000E1	-2.598606832E-2	2.339492232E-2
2.456000000E1	-2.964857240E-2	2.345932929E-2
2.457000000E1	-3.382785688E-2	2.362595604E-2
2.458000000E1	-3.721581778E-2	2.373667755E-2
2.459000000E1	-4.125114143E-2	2.402237799E-2
2.460000000E1	-4.469579584E-2	2.394644527E-2
2.461000000E1	-4.862528491E-2	2.427648442E-2
2.462000000E1	-5.212335223E-2	2.433605518E-2
2.463000000E1	-5.613048974E-2	2.515320084E-2
2.464000000E1	-5.954555779E-2	2.549914336E-2
2.465000000E1	-6.299824081E-2	2.569356871E-2
2.466000000E1	-6.644807887E-2	2.599348910E-2
2.467000000E1	-6.981544364E-2	2.613020617E-2
2.468000000E1	-7.296962212E-2	2.627568691E-2
2.469000000E1	-7.607628816E-2	2.647946821E-2
2.470000000E1	-7.951161593E-2	2.703004921E-2
2.471000000E1	-8.219533548E-2	2.760153972E-2
2.472000000E1	-8.503394918E-2	2.779094127E-2
2.473000000E1	-8.793972487E-2	2.806142375E-2
2.474000000E1	-9.097573522E-2	2.876436141E-2
2.475000000E1	-9.372012147E-2	2.935714428E-2
2.476000000E1	-9.643278067E-2	2.960911375E-2
2.477000000E1	-9.854677740E-2	2.966519213E-2
2.478000000E1	-1.012694567E-1	3.002566096E-2
2.479000000E1	-1.041615908E-1	3.047451403E-2
2.480000000E1	-1.061290367E-1	3.090337824E-2
2.481000000E1	-1.085177172E-1	3.123476001E-2
2.482000000E1	-1.102825995E-1	3.131424898E-2
2.483000000E1	-1.120090373E-1	3.140203147E-2
2.484000000E1	-1.138550538E-1	3.157201259E-2
2.485000000E1	-1.157653619E-1	3.177754137E-2
2.486000000E1	-1.176270210E-1	3.191748246E-2
2.487000000E1	-1.191686677E-1	3.207015150E-2
2.488000000E1	-1.207367885E-1	3.198623819E-2
2.489000000E1	-1.220912766E-1	3.216461985E-2
2.490000000E1	-1.235356122E-1	3.229972947E-2
2.491000000E1	-1.250486155E-1	3.244215758E-2
2.492000000E1	-1.262445155E-1	3.302002193E-2
2.493000000E1	-1.269556421E-1	3.309759271E-2
2.494000000E1	-1.280772902E-1	3.322464510E-2
2.495000000E1	-1.285530031E-1	3.321357872E-2
2.496000000E1	-1.294745629E-1	3.336891786E-2
2.497000000E1	-1.298082571E-1	3.332474291E-2
2.498000000E1	-1.303183638E-1	3.329348993E-2
2.499000000E1	-1.307605718E-1	3.340963557E-2
2.500000000E1	-1.311306040E-1	3.338849135E-2
2.501000000E1	-1.312139701E-1	3.334686203E-2
2.502000000E1	-1.312430918E-1	3.333900123E-2
2.503000000E1	-1.312253015E-1	3.332966438E-2
2.504000000E1	-1.311555434E-1	3.333263547E-2
2.505000000E1	-1.309286912E-1	3.336105948E-2
2.506000000E1	-1.302743763E-1	3.326117398E-2
2.507000000E1	-1.297518757E-1	3.328122478E-2
2.508000000E1	-1.293428769E-1	3.329882597E-2
2.509000000E1	-1.283392369E-1	3.316855300E-2
2.510000000E1	-1.279544017E-1	3.319139019E-2
2.511000000E1	-1.267811995E-1	3.310646647E-2
2.512000000E1	-1.257915758E-1	3.286705077E-2
2.513000000E1	-1.248386484E-1	3.296391541E-2
2.514000000E1	-1.236400827E-1	3.274229674E-2
2.515000000E1	-1.223390254E-1	3.268848819E-2
2.516000000E1	-1.208751042E-1	3.240133206E-2
2.517000000E1	-1.193699440E-1	3.252558524E-2
2.518000000E1	-1.178135893E-1	3.225432163E-2
