mass_A
t	x	y
9.900000000E0	1.192439164E-1	3.228436703E-2
9.910000000E0	1.091445653E-1	3.063981125E-2
9.920000000E0	9.902843107E-2	2.905962614E-2
9.930000000E0	8.894467878E-2	2.784263718E-2
9.940000000E0	7.865541604E-2	2.666467508E-2
9.950000000E0	6.817643217E-2	2.533447831E-2
9.960000000E0	5.777447516E-2	2.430510422E-2
9.970000000E0	4.702302180E-2	2.328965651E-2
9.980000000E0	3.666804646E-2	2.291020024E-2
9.990000000E0	2.604305698E-2	2.222986705E-2
1.000000000E1	1.550166441E-2	2.217227088E-2
1.001000000E1	4.617934445E-3	2.185677361E-2
1.002000000E1	-5.862782159E-3	2.151244398E-2
1.003000000E1	-1.644429794E-2	2.167177291E-2
1.004000000E1	-2.704637967E-2	2.194123150E-2
1.005000000E1	-3.744213103E-2	2.233549303E-2
1.006000000E1	-4.816864215E-2	2.302823338E-2
1.007000000E1	-5.847502205E-2	2.380292477E-2
1.008000000E1	-6.871884333E-2	2.451769123E-2
1.009000000E1	-7.917376735E-2	2.582369140E-2
1.010000000E1	-8.955210066E-2	2.729038969E-2
1.011000000E1	-9.964834967E-2	2.875208382E-2
1.012000000E1	-1.100512245E-1	2.987461707E-2
1.013000000E1	-1.197015519E-1	3.141178205E-2
1.014000000E1	-1.298760801E-1	3.318059548E-2
1.015000000E1	-1.397285472E-1	3.501151605E-2
1.016000000E1	-1.492099032E-1	3.681512980E-2
1.017000000E1	-1.585899045E-1	3.865188835E-2
1.018000000E1	-1.680063054E-1	4.076088617E-2
1.019000000E1	-1.774215142E-1	4.294826670E-2
1.020000000E1	-1.864794337E-1	4.510435114E-2
1.021000000E1	-1.953113968E-1	4.726280213E-2
1.022000000E1	-2.039617564E-1	4.982152739E-2
1.023000000E1	-2.122542276E-1	5.201591263E-2
1.024000000E1	-2.206610494E-1	5.474210985E-2
1.025000000E1	-2.283468119E-1	5.686363266E-2
1.026000000E1	-2.361753026E-1	5.965251097E-2
1.027000000E1	-2.434002117E-1	6.196984529E-2
1.028000000E1	-2.506788428E-1	6.461110263E-2
1.029000000E1	-2.578827204E-1	6.732794912E-2
1.030000000E1	-2.643862108E-1	6.973225154E-2
1.031000000E1	-2.713148690E-1	7.259220319E-2
1.032000000E1	-2.772951261E-1	7.478924507E-2
1.033000000E1	-2.832698476E-1	7.749668248E-2
1.034000000E1	-2.892612064E-1	8.049480559E-2
1.035000000E1	-2.948830766E-1	8.244740574E-2
1.036000000E1	-2.998921790E-1	8.457397847E-2
1.037000000E1	-3.047717589E-1	8.691899119E-2
1.038000000E1	-3.098681951E-1	8.952554421E-2
1.039000000E1	-3.143047095E-1	9.165988483E-2
1.040000000E1	-3.179225528E-1	9.359678397E-2
1.041000000E1	-3.217744468E-1	9.561104558E-2
1.042000000E1	-3.250814281E-1	9.759622051E-2
1.043000000E1	-3.281381934E-1	9.935520622E-2
1.044000000E1	-3.309043859E-1	1.009455249E-1
1.045000000E1	-3.337289528E-1	1.024999376E-1
1.046000000E1	-3.360438937E-1	1.039598085E-1
1.047000000E1	-3.382080761E-1	1.052163118E-1
1.048000000E1	-3.397710636E-1	1.061049362E-1
1.049000000E1	-3.412476473E-1	1.071221167E-1
1.050000000E1	-3.426389111E-1	1.076104641E-1
1.051000000E1	-3.436708676E-1	1.083506831E-1
1.052000000E1	-3.442163173E-1	1.087682056E-1
1.053000000E1	-3.444676316E-1	1.089455061E-1
1.054000000E1	-3.444344783E-1	1.089264156E-1
1.055000000E1	-3.442814325E-1	1.088608959E-1
1.056000000E1	-3.441016155E-1	1.088019341E-1
1.057000000E1	-3.431666655E-1	1.085534888E-1
1.058000000E1	-3.422675124E-1	1.079984297E-1
1.059000000E1	-3.410813021E-1	1.071698554E-1
1.060000000E1	-3.395735885E-1	1.060170746E-1
1.061000000E1	-3.377706067E-1	1.052385435E-1
1.062000000E1	-3.353818796E-1	1.040831759E-1
1.063000000E1	-3.333566242E-1	1.026966145E-1
1.064000000E1	-3.307215910E-1	1.010858909E-1
1.065000000E1	-3.278018254E-1	9.948371010E-2
1.066000000E1	-3.246702054E-1	9.788920265E-2
1.067000000E1	-3.210097419E-1	9.621439395E-2
1.068000000E1	-3.172854437E-1	9.449376629E-2
1.069000000E1	-3.131209150E-1	9.229283493E-2
1.070000000E1	-3.088149437E-1	8.990935508E-2
1.071000000E1	-3.040538055E-1	8.751420987E-2
1.072000000E1	-2.994350940E-1	8.532281689E-2
1.073000000E1	-2.943479891E-1	8.307425665E-2
1.074000000E1	-2.890055644E-1	8.070507433E-2
1.075000000E1	-2.832155209E-1	7.801917671E-2
1.076000000E1	-2.773879465E-1	7.536555071E-2
1.077000000E1	-2.714986019E-1	7.282375025E-2
1.078000000E1	-2.650531147E-1	7.017500378E-2
1.079000000E1	-2.582323524E-1	6.758386539E-2
1.080000000E1	-2.516584333E-1	6.487266153E-2
1.081000000E1	-2.446488522E-1	6.259957704E-2
1.082000000E1	-2.372969875E-1	5.983997292E-2
1.083000000E1	-2.298650853E-1	5.737168273E-2
1.084000000E1	-2.222266860E-1	5.497922389E-2
1.085000000E1	-2.145161248E-1	5.288719931E-2
1.086000000E1	-2.060494761E-1	5.011966535E-2
1.087000000E1	-1.981730974E-1	4.812285255E-2
1.088000000E1	-1.894421366E-1	4.544890393E-2
1.089000000E1	-1.807164427E-1	4.343861257E-2
1.090000000E1	-1.719975441E-1	4.117530763E-2
1.091000000E1	-1.627588859E-1	3.913261408E-2
1.092000000E1	-1.536817292E-1	3.695973393E-2
1.093000000E1	-1.446819254E-1	3.518399504E-2
1.094000000E1	-1.355453525E-1	3.341345575E-2
1.095000000E1	-1.256095442E-1	3.165086298E-2
1.096000000E1	-1.160478366E-1	2.997511600E-2
1.097000000E1	-1.067345135E-1	2.887066821E-2
1.098000000E1	-9.656521125E-2	2.719247419E-2
1.099000000E1	-8.745661773E-2	2.580359543E-2
1.100000000E1	-7.728007352E-2	2.452340075E-2
1.101000000E1	-6.701581890E-2	2.328197709E-2
1.102000000E1	-5.729472934E-2	2.257829030E-2
1.103000000E1	-4.727471516E-2	2.181332350E-2
1.104000000E1	-3.702027582E-2	2.095320870E-2
1.105000000E1	-2.674336177E-2	2.049677517E-2
1.106000000E1	-1.660563045E-2	2.020086746E-2
1.107000000E1	-6.680174351E-3	1.996750181E-2
1.108000000E1	3.438557972E-3	1.978717596E-2
1.109000000E1	1.351547502E-2	1.998780433E-2
1.110000000E1	2.329825410E-2	2.051882915E-2
1.111000000E1	3.344582075E-2	2.060903933E-2
1.112000000E1	4.293040312E-2	2.159969311E-2
1.113000000E1	5.290556007E-2	2.211825394E-2
1.114000000E1	6.280317441E-2	2.286362174E-2
1.115000000E1	7.204266587E-2	2.399246414E-2
1.116000000E1	8.157323697E-2	2.583827575E-2
1.117000000E1	9.096090323E-2	2.656866138E-2
1.118000000E1	1.000649680E-1	2.778889171E-2
1.119000000E1	1.093736469E-1	2.929628233E-2
1.120000000E1	1.180000325E-1	3.075510496E-2
1.121000000E1	1.269649927E-1	3.271435439E-2
1.122000000E1	1.357119224E-1	3.456729821E-2
1.123000000E1	1.438365530E-1	3.621895523E-2
1.124000000E1	1.524113981E-1	3.849770909E-2
1.125000000E1	1.601942329E-1	4.020467422E-2
1.126000000E1	1.680597668E-1	4.247809577E-2
1.127000000E1	1.755864911E-1	4.444774072E-2
1.128000000E1	1.830008242E-1	4.685744144E-2
1.129000000E1	1.902129315E-1	4.889157687E-2
1.130000000E1	1.976198365E-1	5.112081843E-2
1.131000000E1	2.040764982E-1	5.319694782E-2
1.132000000E1	2.107524735E-1	5.538166095E-2
1.133000000E1	2.173522112E-1	5.780004792E-2
1.134000000E1	2.234543354E-1	5.972400815E-2
1.135000000E1	2.292232930E-1	6.226654523E-2
1.136000000E1	2.346556639E-1	6.404283770E-2
1.137000000E1	2.401685893E-1	6.635744302E-2
1.138000000E1	2.451223511E-1	6.827933799E-2
1.139000000E1	2.497402043E-1	7.018366636E-2
1.140000000E1	2.541060005E-1	7.215274176E-2
1.141000000E1	2.585109027E-1	7.389087303E-2
1.142000000E1	2.628185867E-1	7.575905075E-2
1.143000000E1	2.666699862E-1	7.740381786E-2
1.144000000E1	2.702278658E-1	7.924892080E-2
1.145000000E1	2.735123984E-1	8.067842648E-2
1.146000000E1	2.764518035E-1	8.211330997E-2
1.147000000E1	2.794047961E-1	8.353750223E-2
1.148000000E1	2.821157484E-1	8.498369809E-2
1.149000000E1	2.843754562E-1	8.590756228E-2
1.150000000E1	2.863077319E-1	8.667106481E-2
1.151000000E1	2.877732701E-1	8.780777255E-2
1.152000000E1	2.890227953E-1	8.833015718E-2
1.153000000E1	2.903130423E-1	8.934364510E-2
1.154000000E1	2.911324111E-1	8.959565566E-2
1.155000000E1	2.919770251E-1	8.969477992E-2
1.156000000E1	2.926909359E-1	8.994533732E-2
1.157000000E1	2.932244644E-1	8.982613765E-2
1.158000000E1	2.932488753E-1	8.971613618E-2
1.159000000E1	2.931800054E-1	8.957814636E-2
1.160000000E1	2.927651877E-1	8.940384199E-2
1.161000000E1	2.919614460E-1	8.924207840E-2
1.162000000E1	2.909703936E-1	8.848728787E-2
1.163000000E1	2.896684540E-1	8.792864595E-2
1.164000000E1	2.883490581E-1	8.695462068E-2
1.165000000E1	2.866577686E-1	8.627716884E-2
1.166000000E1	2.845087904E-1	8.507187798E-2
1.167000000E1	2.823453661E-1	8.393294410E-2
1.168000000E1	2.795383263E-1	8.243383250E-2
1.169000000E1	2.766469990E-1	8.118353547E-2
1.170000000E1	2.736173951E-1	7.966980692E-2
1.171000000E1	2.703920230E-1	7.818257393E-2
1.172000000E1	2.666968018E-1	7.657309732E-2
1.173000000E1	2.629172974E-1	7.504844925E-2
1.174000000E1	2.584307177E-1	7.279076755E-2
1.175000000E1	2.540471766E-1	7.089877153E-2
1.176000000E1	2.495642014E-1	6.930631356E-2
1.177000000E1	2.447227789E-1	6.715839911E-2
1.178000000E1	2.397337959E-1	6.518155496E-2
1.179000000E1	2.341905389E-1	6.285052957E-2
1.180000000E1	2.285835802E-1	6.092302025E-2
1.181000000E1	2.232208740E-1	5.905360880E-2
1.182000000E1	2.172321688E-1	5.682127096E-2
1.183000000E1	2.110427580E-1	5.495365587E-2
1.184000000E1	2.043412001E-1	5.255987912E-2
1.185000000E1	1.978658757E-1	5.073975512E-2
1.186000000E1	1.906375110E-1	4.839847545E-2
1.187000000E1	1.838429026E-1	4.645238554E-2
1.188000000E1	1.765820684E-1	4.423127869E-2
1.189000000E1	1.691084317E-1	4.250946701E-2
1.190000000E1	1.614706553E-1	4.022892567E-2
1.191000000E1	1.536721995E-1	3.855940851E-2
1.192000000E1	1.452982288E-1	3.641762247E-2
1.193000000E1	1.373983765E-1	3.456399721E-2
1.194000000E1	1.289382714E-1	3.282571638E-2
1.195000000E1	1.205343356E-1	3.140884623E-2
1.196000000E1	1.117882069E-1	2.969823712E-2
1.197000000E1	1.028577423E-1	2.802706586E-2
1.198000000E1	9.384308406E-2	2.675510217E-2
1.199000000E1	8.517311116E-2	2.637809605E-2
1.200000000E1	7.573059789E-2	2.485717152E-2
1.201000000E1	6.669683957E-2	2.390569083E-2
1.202000000E1	5.737987732E-2	2.287471882E-2
1.203000000E1	4.769822195E-2	2.195533104E-2
1.204000000E1	3.839968124E-2	2.164361157E-2
1.205000000E1	2.905739746E-2	2.086518191E-2
1.206000000E1	1.976440896E-2	2.067756606E-2
1.207000000E1	1.002135542E-2	2.027510759E-2
1.208000000E1	3.990223231E-4	2.010759064E-2
1.209000000E1	-9.259957554E-3	2.013893677E-2
1.210000000E1	-1.890337793E-2	2.025048786E-2
1.211000000E1	-2.803064106E-2	2.045947681E-2
1.212000000E1	-3.736323141E-2	2.081614581E-2
1.213000000E1	-4.698116538E-2	2.133996574E-2
1.214000000E1	-5.637250023E-2	2.225121808E-2
1.215000000E1	-6.551129212E-2	2.285916009E-2
1.216000000E1	-7.463072000E-2	2.407287720E-2
1.217000000E1	-8.383195581E-2	2.485120370E-2
1.218000000E1	-9.258354658E-2	2.629830639E-2
1.219000000E1	-1.016185190E-1	2.820221331E-2
1.220000000E1	-1.106227593E-1	2.889559655E-2
1.221000000E1	-1.191226314E-1	3.006339985E-2
1.222000000E1	-1.281495318E-1	3.163333759E-2
1.223000000E1	-1.368930002E-1	3.337243660E-2
1.224000000E1	-1.448626753E-1	3.501553480E-2
1.225000000E1	-1.533524992E-1	3.674351162E-2
1.226000000E1	-1.612172170E-1	3.846961776E-2
1.227000000E1	-1.692681633E-1	4.017720210E-2
1.228000000E1	-1.770459095E-1	4.189336689E-2
1.229000000E1	-1.848032196E-1	4.373695108E-2
1.230000000E1	-1.923534807E-1	4.550507920E-2
1.231000000E1	-1.995907308E-1	4.750224549E-2
1.232000000E1	-2.067382475E-1	4.961706496E-2
1.233000000E1	-2.135070362E-1	5.166331154E-2
1.234000000E1	-2.204737954E-1	5.355245740E-2
1.235000000E1	-2.268157460E-1	5.546989841E-2
1.236000000E1	-2.329668139E-1	5.768156907E-2
1.237000000E1	-2.388740325E-1	5.975591607E-2
1.238000000E1	-2.447569890E-1	6.156205521E-2
1.239000000E1	-2.504542129E-1	6.347197947E-2
1.240000000E1	-2.555692922E-1	6.559445542E-2
1.241000000E1	-2.608796211E-1	6.767244782E-2
1.242000000E1	-2.655635713E-1	6.949978481E-2
1.243000000E1	-2.702922808E-1	7.132209639E-2
1.244000000E1	-2.745108725E-1	7.292219714E-2
1.245000000E1	-2.786649058E-1	7.451093708E-2
1.246000000E1	-2.820491841E-1	7.626276107E-2
1.247000000E1	-2.860449914E-1	7.862848464E-2
1.248000000E1	-2.893831387E-1	8.023620125E-2
1.249000000E1	-2.924797724E-1	8.144893234E-2
1.250000000E1	-2.952566674E-1	8.247115898E-2
1.251000000E1	-2.978498488E-1	8.362749441E-2
1.252000000E1	-3.001996106E-1	8.465558503E-2
1.253000000E1	-3.023050534E-1	8.551369845E-2
1.254000000E1	-3.041209936E-1	8.653928503E-2
1.255000000E1	-3.057089311E-1	8.719570176E-2
1.256000000E1	-3.071513359E-1	8.781087294E-2
1.257000000E1	-3.083465942E-1	8.849248654E-2
1.258000000E1	-3.088906066E-1	8.868513905E-2
1.259000000E1	-3.096456814E-1	8.903271743E-2
1.260000000E1	-3.100407168E-1	8.879867177E-2
1.261000000E1	-3.100596460E-1	8.872134410E-2
1.262000000E1	-3.099995584E-1	8.860225694E-2
1.263000000E1	-3.097613437E-1	8.854888890E-2
1.264000000E1	-3.087731319E-1	8.838244973E-2
1.265000000E1	-3.081689243E-1	8.813564322E-2
1.266000000E1	-3.069634750E-1	8.728463584E-2
1.267000000E1	-3.055213318E-1	8.673686801E-2
1.268000000E1	-3.037081441E-1	8.564013905E-2
1.269000000E1	-3.016540640E-1	8.492193307E-2
1.270000000E1	-2.994911497E-1	8.389444421E-2
1.271000000E1	-2.970504488E-1	8.266157068E-2
1.272000000E1	-2.941428318E-1	8.186020852E-2
1.273000000E1	-2.910237258E-1	8.059231111E-2
1.274000000E1	-2.876833605E-1	7.913236011E-2
1.275000000E1	-2.843711500E-1	7.754346571E-2
1.276000000E1	-2.805473375E-1	7.562732915E-2
1.277000000E1	-2.766581477E-1	7.396334892E-2
1.278000000E1	-2.729609471E-1	7.253632549E-2
1.279000000E1	-2.684425577E-1	7.076429422E-2
1.280000000E1	-2.638161307E-1	6.913884997E-2
1.281000000E1	-2.590069393E-1	6.729349261E-2
1.282000000E1	-2.537472880E-1	6.520090796E-2
1.283000000E1	-2.488454731E-1	6.316990165E-2
1.284000000E1	-2.431745657E-1	6.140168232E-2
1.285000000E1	-2.374053426E-1	5.956553879E-2
1.286000000E1	-2.313429170E-1	5.761418695E-2
1.287000000E1	-2.253244390E-1	5.539817576E-2
1.288000000E1	-2.192160395E-1	5.343304797E-2
1.289000000E1	-2.123486415E-1	5.161560934E-2
1.290000000E1	-2.058305036E-1	4.988872863E-2
1.291000000E1	-1.987447710E-1	4.788752377E-2
1.292000000E1	-1.919217606E-1	4.620269259E-2
1.293000000E1	-1.849056115E-1	4.450237464E-2
1.294000000E1	-1.774446631E-1	4.286366225E-2
1.295000000E1	-1.699785537E-1	4.109621737E-2
1.296000000E1	-1.624232622E-1	3.955001141E-2
1.297000000E1	-1.547184768E-1	3.815905592E-2
1.298000000E1	-1.466524309E-1	3.650157569E-2
1.299000000E1	-1.386684065E-1	3.495235585E-2
1.300000000E1	-1.303862961E-1	3.326885384E-2
1.301000000E1	-1.219191908E-1	3.174894521E-2
1.302000000E1	-1.135796560E-1	3.040986550E-2
1.303000000E1	-1.052778743E-1	2.957995128E-2
1.304000000E1	-9.659614196E-2	2.803123057E-2
1.305000000E1	-8.811422091E-2	2.666428943E-2
1.306000000E1	-7.912635441E-2	2.576754264E-2
1.307000000E1	-7.012155540E-2	2.462096677E-2
1.308000000E1	-6.144129366E-2	2.402223288E-2
1.309000000E1	-5.240932903E-2	2.324762934E-2
1.310000000E1	-4.331044700E-2	2.258072659E-2
1.311000000E1	-3.416082708E-2	2.207416974E-2
1.312000000E1	-2.514102459E-2	2.180816021E-2
1.313000000E1	-1.607529601E-2	2.155794118E-2
1.314000000E1	-7.127988723E-3	2.142162121E-2
1.315000000E1	1.949291657E-3	2.125611494E-2
1.316000000E1	1.089545796E-2	2.112429568E-2
1.317000000E1	1.983001185E-2	2.148910842E-2
1.318000000E1	2.869233799E-2	2.188543051E-2
1.319000000E1	3.735628576E-2	2.208872302E-2
1.320000000E1	4.560982327E-2	2.292608313E-2
1.321000000E1	5.430688761E-2	2.320663163E-2
1.322000000E1	6.323334358E-2	2.419727931E-2
1.323000000E1	7.116432660E-2	2.519866581E-2
1.324000000E1	7.993055117E-2	2.666006918E-2
1.325000000E1	8.796508019E-2	2.759515723E-2
1.326000000E1	9.583446444E-2	2.838207518E-2
1.327000000E1	1.041243374E-1	2.959216365E-2
1.328000000E1	1.118926680E-1	3.077801496E-2
1.329000000E1	1.194242707E-1	3.207859729E-2
1.330000000E1	1.269089317E-1	3.343514881E-2
1.331000000E1	1.343772854E-1	3.478495862E-2
1.332000000E1	1.416312234E-1	3.643104891E-2
1.333000000E1	1.485558207E-1	3.792052406E-2
1.334000000E1	1.555096886E-1	3.974515899E-2
1.335000000E1	1.619033157E-1	4.144851172E-2
1.336000000E1	1.683180001E-1	4.297452530E-2
1.337000000E1	1.746521247E-1	4.461179329E-2
1.338000000E1	1.810714503E-1	4.653487642E-2
1.339000000E1	1.869494979E-1	4.836462105E-2
1.340000000E1	1.924463657E-1	4.991983280E-2
1.341000000E1	1.978711876E-1	5.156188041E-2
1.342000000E1	2.029050598E-1	5.318683102E-2
1.343000000E1	2.081565655E-1	5.497119761E-2
1.344000000E1	2.130231735E-1	5.667115269E-2
1.345000000E1	2.175719106E-1	5.825859858E-2
1.346000000E1	2.219742476E-1	5.968645162E-2
1.347000000E1	2.260209923E-1	6.117732261E-2
1.348000000E1	2.297803151E-1	6.253119206E-2
1.349000000E1	2.336868151E-1	6.391952741E-2
1.350000000E1	2.371960430E-1	6.530605549E-2
1.351000000E1	2.403359565E-1	6.666045091E-2
1.352000000E1	2.433332735E-1	6.789921319E-2
1.353000000E1	2.462745823E-1	6.907335903E-2
1.354000000E1	2.486059804E-1	6.994453991E-2
1.355000000E1	2.507732091E-1	7.091968739E-2
1.356000000E1	2.524229993E-1	7.182556793E-2
1.357000000E1	2.540428683E-1	7.246479038E-2
1.358000000E1	2.555630214E-1	7.327665158E-2
1.359000000E1	2.569320346E-1	7.381329706E-2
1.360000000E1	2.580822174E-1	7.426901794E-2
1.361000000E1	2.586435796E-1	7.485315687E-2
1.362000000E1	2.595927468E-1	7.518046489E-2
1.363000000E1	2.599699362E-1	7.526481251E-2
1.364000000E1	2.600176428E-1	7.530423909E-2
1.365000000E1	2.599945856E-1	7.529675735E-2
1.366000000E1	2.598053172E-1	7.526639689E-2
1.367000000E1	2.587602052E-1	7.519531322E-2
1.368000000E1	2.581538134E-1	7.493710496E-2
1.369000000E1	2.570504197E-1	7.435566001E-2
1.370000000E1	2.555665297E-1	7.385339437E-2
1.371000000E1	2.540071196E-1	7.344511756E-2
1.372000000E1	2.524116128E-1	7.253013957E-2
1.373000000E1	2.506487356E-1	7.213511887E-2
1.374000000E1	2.481736155E-1	7.111867697E-2
1.375000000E1	2.458996503E-1	7.003945969E-2
1.376000000E1	2.432125631E-1	6.910944875E-2
1.377000000E1	2.402458142E-1	6.815361706E-2
1.378000000E1	2.372035522E-1	6.682676149E-2
1.379000000E1	2.339926830E-1	6.547602155E-2
1.380000000E1	2.305846143E-1	6.412067346E-2
1.381000000E1	2.267980026E-1	6.266249887E-2
1.382000000E1	2.232101497E-1	6.118276226E-2
1.383000000E1	2.190602470E-1	5.972379531E-2
1.384000000E1	2.145855895E-1	5.823645755E-2
1.385000000E1	2.100400381E-1	5.671418787E-2
1.386000000E1	2.053586146E-1	5.525533874E-2
1.387000000E1	2.003621052E-1	5.369145345E-2
1.388000000E1	1.949986010E-1	5.179659442E-2
1.389000000E1	1.898710893E-1	5.002960362E-2
1.390000000E1	1.842862701E-1	4.846248781E-2
1.391000000E1	1.783137876E-1	4.694728893E-2
1.392000000E1	1.723589864E-1	4.529668345E-2
1.393000000E1	1.661072148E-1	4.347113074E-2
1.394000000E1	1.600085654E-1	4.165738579E-2
1.395000000E1	1.536408231E-1	4.019248015E-2
1.396000000E1	1.466784748E-1	3.878647409E-2
1.397000000E1	1.401247679E-1	3.727710346E-2
1.398000000E1	1.330113057E-1	3.590905355E-2
1.399000000E1	1.257589738E-1	3.459865676E-2
1.400000000E1	1.184250897E-1	3.325537559E-2
1.401000000E1	1.108701922E-1	3.200035723E-2
1.402000000E1	1.032141282E-1	3.077464657E-2
1.403000000E1	9.535437668E-2	2.953266092E-2
1.404000000E1	8.779648691E-2	2.839438735E-2
1.405000000E1	8.006216090E-2	2.722240299E-2
1.406000000E1	7.164336572E-2	2.619580797E-2
1.407000000E1	6.399845685E-2	2.545436503E-2
1.408000000E1	5.549104496E-2	2.454385866E-2
1.409000000E1	4.730157204E-2	2.388724888E-2
1.410000000E1	3.951405841E-2	2.334348416E-2
1.411000000E1	3.098987701E-2	2.299232533E-2
1.412000000E1	2.290271322E-2	2.244445318E-2
1.413000000E1	1.429495912E-2	2.234731866E-2
1.414000000E1	6.268966596E-3	2.226220915E-2
1.415000000E1	-2.279399253E-3	2.211451654E-2
1.416000000E1	-1.050424996E-2	2.252779906E-2
1.417000000E1	-1.888268571E-2	2.288669729E-2
1.418000000E1	-2.726662739E-2	2.309613437E-2
1.419000000E1	-3.550236778E-2	2.355489122E-2
1.420000000E1	-4.414464407E-2	2.383833429E-2
1.421000000E1	-5.214892223E-2	2.422287582E-2
1.422000000E1	-6.047317980E-2	2.488336309E-2
1.423000000E1	-6.847026241E-2	2.570567595E-2
1.424000000E1	-7.693893696E-2	2.618934487E-2
1.425000000E1	-8.486378328E-2	2.741937363E-2
1.426000000E1	-9.240490288E-2	2.818755091E-2
1.427000000E1	-1.001240681E-1	2.953528709E-2
1.428000000E1	-1.075885466E-1	3.029319207E-2
1.429000000E1	-1.147867649E-1	3.132558322E-2
1.430000000E1	-1.224831146E-1	3.270061319E-2
1.431000000E1	-1.298532460E-1	3.415295180E-2
1.432000000E1	-1.371004294E-1	3.546609567E-2
1.433000000E1	-1.441935521E-1	3.682247821E-2
1.434000000E1	-1.508506571E-1	3.827617873E-2
1.435000000E1	-1.579174681E-1	3.989575787E-2
1.436000000E1	-1.644316075E-1	4.145142831E-2
1.437000000E1	-1.710688513E-1	4.300761681E-2
1.438000000E1	-1.774348666E-1	4.467771826E-2
1.439000000E1	-1.835474231E-1	4.635281291E-2
1.440000000E1	-1.895270870E-1	4.795721913E-2
1.441000000E1	-1.953938205E-1	4.966489166E-2
1.442000000E1	-2.011954367E-1	5.135123198E-2
1.443000000E1	-2.064844193E-1	5.291102212E-2
1.444000000E1	-2.117705801E-1	5.459175613E-2
1.445000000E1	-2.166308884E-1	5.618580380E-2
1.446000000E1	-2.217497057E-1	5.779889993E-2
1.447000000E1	-2.265451413E-1	5.943882256E-2
1.448000000E1	-2.311018106E-1	6.097871505E-2
1.449000000E1	-2.354496861E-1	6.256111702E-2
1.450000000E1	-2.396686630E-1	6.408404945E-2
1.451000000E1	-2.433381676E-1	6.527919581E-2
1.452000000E1	-2.468567332E-1	6.662263927E-2
1.453000000E1	-2.504840597E-1	6.775257942E-2
1.454000000E1	-2.535606044E-1	6.913506415E-2
1.455000000E1	-2.565281743E-1	7.051301349E-2
1.456000000E1	-2.592740113E-1	7.121285931E-2
1.457000000E1	-2.621472526E-1	7.231619172E-2
1.458000000E1	-2.642377198E-1	7.320583404E-2
1.459000000E1	-2.665854100E-1	7.406246345E-2
1.460000000E1	-2.684069225E-1	7.515396806E-2
1.461000000E1	-2.698883175E-1	7.559569681E-2
1.462000000E1	-2.713748817E-1	7.611268244E-2
1.463000000E1	-2.725528668E-1	7.678423948E-2
1.464000000E1	-2.732303562E-1	7.708395748E-2
1.465000000E1	-2.740355344E-1	7.724476349E-2
1.466000000E1	-2.743403522E-1	7.730076842E-2
1.467000000E1	-2.744665725E-1	7.735608324E-2
1.468000000E1	-2.744276258E-1	7.731093333E-2
1.469000000E1	-2.743590560E-1	7.722653167E-2
1.470000000E1	-2.742120727E-1	7.716186473E-2
1.471000000E1	-2.737909100E-1	7.703829584E-2
1.472000000E1	-2.729308936E-1	7.683354555E-2
1.473000000E1	-2.717696526E-1	7.619758140E-2
1.474000000E1	-2.704346877E-1	7.554473246E-2
1.475000000E1	-2.687440565E-1	7.520317137E-2
1.476000000E1	-2.668948721E-1	7.410350678E-2
1.477000000E1	-2.651895597E-1	7.361537572E-2
1.478000000E1	-2.625375624E-1	7.240525122E-2
1.479000000E1	-2.601896528E-1	7.182425551E-2
1.480000000E1	-2.578432792E-1	7.074676337E-2
1.481000000E1	-2.548405257E-1	6.939358799E-2
1.482000000E1	-2.518785611E-1	6.821161630E-2
1.483000000E1	-2.488019391E-1	6.718117269E-2
1.484000000E1	-2.450633541E-1	6.590468111E-2
1.485000000E1	-2.415009255E-1	6.444759847E-2
1.486000000E1	-2.373009694E-1	6.287362608E-2
1.487000000E1	-2.331289342E-1	6.148392475E-2
1.488000000E1	-2.286840289E-1	5.983005294E-2
1.489000000E1	-2.240474120E-1	5.818684749E-2
1.490000000E1	-2.193123734E-1	5.666673716E-2
1.491000000E1	-2.146284755E-1	5.502017856E-2
1.492000000E1	-2.095638191E-1	5.338285922E-2
1.493000000E1	-2.042312014E-1	5.179767153E-2
1.494000000E1	-1.985904317E-1	5.005657385E-2
1.495000000E1	-1.931471080E-1	4.841219493E-2
1.496000000E1	-1.871464984E-1	4.683616804E-2
1.497000000E1	-1.809759420E-1	4.518884667E-2
1.498000000E1	-1.747206031E-1	4.349556424E-2
1.499000000E1	-1.685392640E-1	4.198735026E-2
1.500000000E1	-1.623441167E-1	4.041975032E-2
1.501000000E1	-1.563249993E-1	3.943755561E-2
1.502000000E1	-1.495355203E-1	3.815491413E-2
1.503000000E1	-1.430439464E-1	3.666146459E-2
1.504000000E1	-1.359932047E-1	3.515984169E-2
1.505000000E1	-1.294756573E-1	3.420370710E-2
1.506000000E1	-1.221357619E-1	3.299668409E-2
1.507000000E1	-1.148493560E-1	3.159028340E-2
1.508000000E1	-1.081847415E-1	3.091815405E-2
1.509000000E1	-1.006405319E-1	2.989633451E-2
1.510000000E1	-9.329580018E-2	2.878892907E-2
1.511000000E1	-8.613807247E-2	2.782643380E-2
1.512000000E1	-7.870007505E-2	2.696871810E-2
1.513000000E1	-7.095421009E-2	2.615686415E-2
1.514000000E1	-6.354235928E-2	2.565265286E-2
1.515000000E1	-5.586920764E-2	2.509976395E-2
