mass_A
t	y	v
2.015000000E1	3.061099500E-2	4.617253703E-1
2.016000000E1	2.983809378E-2	4.565625003E-1
2.017000000E1	2.946134474E-2	4.661389940E-1
2.018000000E1	2.865021503E-2	4.753655812E-1
2.019000000E1	2.821261066E-2	5.012643811E-1
2.020000000E1	2.745219801E-2	5.108343240E-1
2.021000000E1	2.700871050E-2	4.893681025E-1
2.022000000E1	2.611740612E-2	5.055354446E-1
2.023000000E1	2.575857191E-2	5.314620801E-1
2.024000000E1	2.506432414E-2	5.377911477E-1
2.025000000E1	2.461301474E-2	5.247851645E-1
2.026000000E1	2.449235731E-2	5.210096352E-1
2.027000000E1	2.390070520E-2	5.322451975E-1
2.028000000E1	2.354159740E-2	5.437617865E-1
2.029000000E1	2.345270941E-2	5.429628921E-1
2.030000000E1	2.319582850E-2	5.373903714E-1
2.031000000E1	2.297864911E-2	5.653608470E-1
2.032000000E1	2.260288310E-2	5.518040093E-1
2.033000000E1	2.259555494E-2	5.341438529E-1
2.034000000E1	2.266587759E-2	5.586191923E-1
2.035000000E1	2.276145516E-2	5.484930162E-1
2.036000000E1	2.285484232E-2	5.389269520E-1
2.037000000E1	2.302602803E-2	5.595931852E-1
2.038000000E1	2.317111570E-2	5.473632066E-1
2.039000000E1	2.333322806E-2	5.391334351E-1
2.040000000E1	2.349427230E-2	5.607986021E-1
2.041000000E1	2.371353228E-2	5.390066611E-1
2.042000000E1	2.391359522E-2	5.317405253E-1
2.043000000E1	2.404777886E-2	5.437985327E-1
2.044000000E1	2.433411542E-2	5.255197363E-1
2.045000000E1	2.482636275E-2	5.125471946E-1
2.046000000E1	2.539938759E-2	5.227755125E-1
2.047000000E1	2.585717890E-2	5.141591184E-1
2.048000000E1	2.612420115E-2	5.012555071E-1
2.049000000E1	2.666253790E-2	5.219866506E-1
2.050000000E1	2.737683287E-2	4.924529717E-1
2.051000000E1	2.787131668E-2	4.628614852E-1
2.052000000E1	2.832334502E-2	4.667592832E-1
2.053000000E1	2.927848551E-2	4.584367641E-1
2.054000000E1	2.971536258E-2	4.564776500E-1
2.055000000E1	3.011919788E-2	4.467615482E-1
2.056000000E1	3.074450760E-2	4.250046610E-1
2.057000000E1	3.139738079E-2	4.284557293E-1
2.058000000E1	3.191237763E-2	4.441458868E-1
2.059000000E1	3.281712312E-2	4.115153973E-1
2.060000000E1	3.335182639E-2	3.965303381E-1
2.061000000E1	3.433294527E-2	3.934038088E-1
2.062000000E1	3.489039868E-2	3.617545881E-1
2.063000000E1	3.542362053E-2	3.562451808E-1
2.064000000E1	3.638398144E-2	3.373089943E-1
2.065000000E1	3.669275083E-2	3.313871996E-1
2.066000000E1	3.764597828E-2	3.076824102E-1
2.067000000E1	3.826733802E-2	2.811263680E-1
2.068000000E1	3.874808439E-2	2.972151698E-1
2.069000000E1	3.964816505E-2	2.945974683E-1
2.070000000E1	4.003266356E-2	2.753867775E-1
2.071000000E1	4.068042365E-2	2.481382504E-1
2.072000000E1	4.129575411E-2	2.453468296E-1
2.073000000E1	4.177342764E-2	2.233154860E-1
2.074000000E1	4.206165598E-2	1.937134100E-1
2.075000000E1	4.279780593E-2	2.087296010E-1
2.076000000E1	4.331347551E-2	1.903094175E-1
2.077000000E1	4.359484856E-2	1.625587257E-1
2.078000000E1	4.392958890E-2	1.603810368E-1
2.079000000E1	4.445702485E-2	1.507726105E-1
2.080000000E1	4.490800170E-2	1.190847388E-1
2.081000000E1	4.506150733E-2	8.789896432E-2
2.082000000E1	4.511060657E-2	7.935864531E-2
2.083000000E1	4.539535711E-2	7.739810090E-2
2.084000000E1	4.533261971E-2	5.123437823E-2
2.085000000E1	4.531213788E-2	3.520404257E-2
2.086000000E1	4.532209156E-2	2.345309121E-2
2.087000000E1	4.530879141E-2	2.160776332E-2
2.088000000E1	4.524632844E-2	2.633239509E-2
2.089000000E1	4.520253523E-2	1.438944498E-2
2.090000000E1	4.515893324E-2	4.713141748E-2
2.091000000E1	4.508697267E-2	4.442238024E-2
2.092000000E1	4.503736705E-2	5.782558726E-2
2.093000000E1	4.494079767E-2	7.825904446E-2
2.094000000E1	4.488015739E-2	1.010448624E-1
2.095000000E1	4.471921113E-2	1.222517518E-1
2.096000000E1	4.434356629E-2	1.296325977E-1
2.097000000E1	4.396475677E-2	1.628520420E-1
2.098000000E1	4.346246955E-2	1.778632934E-1
2.099000000E1	4.326259432E-2	1.675919898E-1
2.100000000E1	4.302720802E-2	1.749963502E-1
2.101000000E1	4.234662921E-2	1.921601397E-1
2.102000000E1	4.178875835E-2	2.104425267E-1
2.103000000E1	4.147492598E-2	2.236362215E-1
2.104000000E1	4.082837837E-2	2.403354749E-1
2.105000000E1	4.006102861E-2	2.593392121E-1
2.106000000E1	3.964510110E-2	2.735538813E-1
2.107000000E1	3.882578127E-2	2.779412696E-1
2.108000000E1	3.838474349E-2	2.763318967E-1
2.109000000E1	3.788063051E-2	2.947728153E-1
2.110000000E1	3.706903634E-2	3.025015463E-1
2.111000000E1	3.660982084E-2	3.271770530E-1
2.112000000E1	3.571542506E-2	3.519106010E-1
2.113000000E1	3.500954967E-2	3.429804386E-1
2.114000000E1	3.438339741E-2	3.455338498E-1
2.115000000E1	3.367311550E-2	3.728530517E-1
2.116000000E1	3.314141330E-2	3.826310052E-1
2.117000000E1	3.219109256E-2	3.882583156E-1
2.118000000E1	3.149471020E-2	4.187566998E-1
2.119000000E1	3.064227657E-2	4.022118032E-1
2.120000000E1	2.991963641E-2	3.932273430E-1
2.121000000E1	2.947009166E-2	4.298030137E-1
2.122000000E1	2.907546646E-2	4.449153917E-1
2.123000000E1	2.833554557E-2	4.524916840E-1
2.124000000E1	2.777013391E-2	4.631414482E-1
2.125000000E1	2.676483500E-2	4.579531697E-1
2.126000000E1	2.624448735E-2	4.555911366E-1
2.127000000E1	2.548008868E-2	4.725404180E-1
2.128000000E1	2.497429197E-2	4.842063049E-1
2.129000000E1	2.447370401E-2	4.826115450E-1
2.130000000E1	2.409267269E-2	4.821525371E-1
2.131000000E1	2.380284756E-2	4.814118226E-1
2.132000000E1	2.314686957E-2	4.793779317E-1
2.133000000E1	2.265494246E-2	5.050979565E-1
2.134000000E1	2.236687442E-2	5.083604328E-1
2.135000000E1	2.222003355E-2	4.923074987E-1
2.136000000E1	2.194549200E-2	5.095495630E-1
2.137000000E1	2.178196943E-2	5.057111013E-1
2.138000000E1	2.175728323E-2	5.099708775E-1
2.139000000E1	2.160845457E-2	5.197007293E-1
2.140000000E1	2.155330190E-2	5.063951209E-1
2.141000000E1	2.145945534E-2	5.164416398E-1
2.142000000E1	2.138807003E-2	5.071611426E-1
2.143000000E1	2.131688979E-2	4.990340400E-1
2.144000000E1	2.124529532E-2	5.165305091E-1
2.145000000E1	2.120636867E-2	5.048862325E-1
2.146000000E1	2.139659026E-2	5.062301013E-1
2.147000000E1	2.147988554E-2	5.059639286E-1
2.148000000E1	2.154416741E-2	4.807534125E-1
2.149000000E1	2.202756540E-2	4.935773090E-1
2.150000000E1	2.210109265E-2	5.120948323E-1
2.151000000E1	2.227993182E-2	4.835218247E-1
2.152000000E1	2.292146513E-2	4.603186710E-1
2.153000000E1	2.312196606E-2	4.631792480E-1
2.154000000E1	2.327622244E-2	4.613106080E-1
2.155000000E1	2.368831398E-2	4.553222985E-1
2.156000000E1	2.408991025E-2	4.506111973E-1
2.157000000E1	2.446682071E-2	4.380512821E-1
2.158000000E1	2.518511084E-2	4.357873377E-1
2.159000000E1	2.559910179E-2	4.425265719E-1
2.160000000E1	2.617493731E-2	4.337611267E-1
2.161000000E1	2.679812153E-2	4.062534473E-1
2.162000000E1	2.699179362E-2	3.970165970E-1
2.163000000E1	2.741920446E-2	3.883335859E-1
2.164000000E1	2.815208185E-2	3.785899085E-1
2.165000000E1	2.848333634E-2	3.696293398E-1
2.166000000E1	2.923749330E-2	3.586715019E-1
2.167000000E1	2.957410759E-2	3.686265374E-1
2.168000000E1	3.039505192E-2	3.447076556E-1
2.169000000E1	3.077880532E-2	3.132013529E-1
2.170000000E1	3.128060074E-2	3.064177489E-1
2.171000000E1	3.198079681E-2	2.977789368E-1
2.172000000E1	3.209469298E-2	2.956172925E-1
2.173000000E1	3.304944016E-2	2.850433244E-1
2.174000000E1	3.335351150E-2	2.513029134E-1
2.175000000E1	3.399574212E-2	2.494372176E-1
2.176000000E1	3.446431519E-2	2.286194274E-1
2.177000000E1	3.470929739E-2	2.118909929E-1
2.178000000E1	3.520083314E-2	2.188918710E-1
2.179000000E1	3.577811091E-2	1.883198695E-1
2.180000000E1	3.605802325E-2	1.590463950E-1
2.181000000E1	3.622806239E-2	1.500619256E-1
2.182000000E1	3.663687677E-2	1.493392752E-1
2.183000000E1	3.702481044E-2	1.451069932E-1
2.184000000E1	3.736038051E-2	1.215628916E-1
2.185000000E1	3.752383692E-2	8.878704067E-2
2.186000000E1	3.757615286E-2	9.369219822E-2
2.187000000E1	3.768917817E-2	7.179218909E-2
2.188000000E1	3.760359143E-2	3.262468111E-2
2.189000000E1	3.771540540E-2	2.778996933E-2
2.190000000E1	3.772129044E-2	6.732715035E-3
2.191000000E1	3.766753331E-2	1.950260423E-2
2.192000000E1	3.754783870E-2	2.057725322E-2
2.193000000E1	3.747872655E-2	1.653380775E-2
2.194000000E1	3.739950825E-2	2.191944463E-2
2.195000000E1	3.734969958E-2	6.061752260E-2
2.196000000E1	3.729823187E-2	6.544163613E-2
2.197000000E1	3.727805174E-2	7.621974418E-2
2.198000000E1	3.710723085E-2	1.048536419E-1
2.199000000E1	3.680062930E-2	1.011509952E-1
2.200000000E1	3.636289904E-2	1.240361047E-1
2.201000000E1	3.602135544E-2	1.441232660E-1
2.202000000E1	3.595239027E-2	1.491042149E-1
2.203000000E1	3.569641111E-2	1.666604572E-1
2.204000000E1	3.505139785E-2	1.808262937E-1
2.205000000E1	3.463363339E-2	2.072043705E-1
2.206000000E1	3.443683941E-2	2.193779891E-1
2.207000000E1	3.367539664E-2	2.336155373E-1
2.208000000E1	3.329224044E-2	2.355685582E-1
2.209000000E1	3.305409246E-2	2.456340947E-1
2.210000000E1	3.209285563E-2	2.827883549E-1
2.211000000E1	3.190040778E-2	2.858736089E-1
2.212000000E1	3.129803535E-2	3.004402731E-1
2.213000000E1	3.074592690E-2	3.090443540E-1
2.214000000E1	3.045437486E-2	3.171570196E-1
2.215000000E1	2.981571722E-2	3.214032752E-1
2.216000000E1	2.928789803E-2	3.241255396E-1
2.217000000E1	2.886335085E-2	3.641301043E-1
2.218000000E1	2.824978265E-2	3.647873018E-1
2.219000000E1	2.795428829E-2	3.413698333E-1
2.220000000E1	2.756438585E-2	3.657431070E-1
2.221000000E1	2.701574466E-2	3.738017961E-1
2.222000000E1	2.677417985E-2	3.851017772E-1
2.223000000E1	2.642903604E-2	4.244184426E-1
2.224000000E1	2.559050560E-2	4.176517516E-1
2.225000000E1	2.530834517E-2	3.959454387E-1
2.226000000E1	2.454762748E-2	4.110899817E-1
2.227000000E1	2.420614159E-2	4.352690203E-1
2.228000000E1	2.393645733E-2	4.536432161E-1
2.229000000E1	2.330270190E-2	4.586025733E-1
2.230000000E1	2.306551877E-2	4.554184314E-1
2.231000000E1	2.300322860E-2	4.507477498E-1
2.232000000E1	2.283787040E-2	4.531627043E-1
2.233000000E1	2.235677528E-2	4.591552115E-1
2.234000000E1	2.205600782E-2	4.604160084E-1
2.235000000E1	2.204231580E-2	4.588061236E-1
2.236000000E1	2.197106382E-2	4.570678684E-1
2.237000000E1	2.197960800E-2	4.627908271E-1
2.238000000E1	2.170498753E-2	4.672299068E-1
2.239000000E1	2.197164763E-2	4.799787081E-1
2.240000000E1	2.175833972E-2	4.920038706E-1
2.241000000E1	2.146680056E-2	4.781928027E-1
2.242000000E1	2.147506617E-2	4.642106357E-1
2.243000000E1	2.157150008E-2	4.629137736E-1
2.244000000E1	2.167290890E-2	4.626532878E-1
2.245000000E1	2.176939815E-2	4.582965473E-1
2.246000000E1	2.187931690E-2	4.635060402E-1
2.247000000E1	2.205633384E-2	4.594789528E-1
2.248000000E1	2.217301328E-2	4.562440878E-1
2.249000000E1	2.237650567E-2	4.452804563E-1
2.250000000E1	2.262319186E-2	4.299688889E-1
2.251000000E1	2.275283710E-2	4.424023119E-1
2.252000000E1	2.311102488E-2	4.421661413E-1
2.253000000E1	2.352881859E-2	4.382774084E-1
2.254000000E1	2.401123133E-2	4.427386028E-1
2.255000000E1	2.426111869E-2	4.422522519E-1
2.256000000E1	2.447882512E-2	4.336697577E-1
2.257000000E1	2.496516142E-2	4.271377770E-1
2.258000000E1	2.555560664E-2	4.187940917E-1
2.259000000E1	2.607338982E-2	4.066069123E-1
2.260000000E1	2.640075073E-2	4.016081983E-1
2.261000000E1	2.728190999E-2	3.841885756E-1
2.262000000E1	2.784201601E-2	3.816437912E-1
2.263000000E1	2.823572792E-2	3.747533237E-1
2.264000000E1	2.878252294E-2	3.558267329E-1
2.265000000E1	2.934098623E-2	3.660321314E-1
2.266000000E1	2.974991335E-2	3.480869467E-1
2.267000000E1	3.000474574E-2	3.181793551E-1
2.268000000E1	3.041762099E-2	3.073793610E-1
2.269000000E1	3.088348133E-2	3.103374757E-1
2.270000000E1	3.147482723E-2	3.067482011E-1
2.271000000E1	3.184059488E-2	2.953107359E-1
2.272000000E1	3.242963011E-2	2.964905437E-1
2.273000000E1	3.315719631E-2	2.853279373E-1
2.274000000E1	3.343564271E-2	2.531166678E-1
2.275000000E1	3.394525926E-2	2.386320357E-1
2.276000000E1	3.432891912E-2	2.267765712E-1
2.277000000E1	3.489770881E-2	2.199210539E-1
2.278000000E1	3.518198589E-2	2.116384168E-1
2.279000000E1	3.544587070E-2	1.925771887E-1
2.280000000E1	3.592242549E-2	2.053593050E-1
2.281000000E1	3.656746154E-2	1.935650888E-1
2.282000000E1	3.674088434E-2	1.620045912E-1
2.283000000E1	3.692121230E-2	1.497796901E-1
2.284000000E1	3.731175561E-2	1.433809604E-1
2.285000000E1	3.726949117E-2	1.409091971E-1
2.286000000E1	3.735606724E-2	1.101251463E-1
2.287000000E1	3.746179652E-2	8.792388868E-2
2.288000000E1	3.742536746E-2	9.151272396E-2
2.289000000E1	3.745550381E-2	8.117427312E-2
2.290000000E1	3.754276530E-2	6.403128471E-2
2.291000000E1	3.746401113E-2	5.124881608E-2
2.292000000E1	3.732029064E-2	4.667261676E-2
2.293000000E1	3.722037251E-2	2.567938316E-2
2.294000000E1	3.714063173E-2	7.857774756E-3
2.295000000E1	3.709781376E-2	5.561988472E-3
2.296000000E1	3.702997296E-2	8.606881343E-3
2.297000000E1	3.698441946E-2	1.764369971E-2
2.298000000E1	3.692430962E-2	5.218087489E-2
2.299000000E1	3.689530705E-2	6.133028764E-2
2.300000000E1	3.680460913E-2	6.222062176E-2
2.301000000E1	3.667976984E-2	7.949635254E-2
2.302000000E1	3.664828303E-2	1.011972131E-1
2.303000000E1	3.661913642E-2	1.138942934E-1
2.304000000E1	3.623547936E-2	1.066559433E-1
2.305000000E1	3.625292746E-2	1.195522147E-1
2.306000000E1	3.573677521E-2	1.379039312E-1
2.307000000E1	3.527490716E-2	1.496948921E-1
2.308000000E1	3.514440505E-2	1.631223388E-1
2.309000000E1	3.489344409E-2	1.689452447E-1
2.310000000E1	3.418989212E-2	2.000958656E-1
2.311000000E1	3.365221240E-2	2.068000066E-1
2.312000000E1	3.348013702E-2	2.102298601E-1
2.313000000E1	3.313478854E-2	2.320945907E-1
2.314000000E1	3.237205690E-2	2.491256985E-1
2.315000000E1	3.187542465E-2	2.445830763E-1
2.316000000E1	3.148564203E-2	2.462707958E-1
2.317000000E1	3.096392465E-2	2.819050768E-1
2.318000000E1	3.024246776E-2	2.891287295E-1
2.319000000E1	2.998876974E-2	2.951846053E-1
2.320000000E1	2.918345455E-2	3.152835464E-1
2.321000000E1	2.852536985E-2	3.137939160E-1
2.322000000E1	2.815085652E-2	3.010793180E-1
2.323000000E1	2.788084753E-2	3.044605178E-1
2.324000000E1	2.793295921E-2	3.267727567E-1
2.325000000E1	2.782826587E-2	3.603211135E-1
2.326000000E1	2.726580880E-2	3.534896991E-1
2.327000000E1	2.654943460E-2	3.396802042E-1
2.328000000E1	2.605711513E-2	3.696114897E-1
2.329000000E1	2.542358293E-2	3.661537972E-1
2.330000000E1	2.489232705E-2	3.739705925E-1
2.331000000E1	2.452181241E-2	3.824467533E-1
2.332000000E1	2.417892359E-2	3.876021658E-1
2.333000000E1	2.378991640E-2	4.164019698E-1
2.334000000E1	2.346871523E-2	4.012834278E-1
2.335000000E1	2.292887179E-2	3.971583294E-1
2.336000000E1	2.268878968E-2	4.199003516E-1
2.337000000E1	2.247754631E-2	4.254951819E-1
2.338000000E1	2.218009902E-2	4.128873142E-1
2.339000000E1	2.202452707E-2	4.068395145E-1
2.340000000E1	2.207706705E-2	4.208744732E-1
2.341000000E1	2.199804569E-2	4.374521951E-1
2.342000000E1	2.179371501E-2	4.428785161E-1
2.343000000E1	2.160500495E-2	4.392134889E-1
2.344000000E1	2.152518074E-2	4.464456097E-1
2.345000000E1	2.154150734E-2	4.477960792E-1
2.346000000E1	2.144049024E-2	4.457814920E-1
2.347000000E1	2.144467334E-2	4.541304838E-1
2.348000000E1	2.140229655E-2	4.438195935E-1
2.349000000E1	2.133893159E-2	4.474135390E-1
2.350000000E1	2.128348333E-2	4.491572289E-1
2.351000000E1	2.123923941E-2	4.405133172E-1
2.352000000E1	2.120355621E-2	4.408400591E-1
2.353000000E1	2.114298843E-2	4.415340764E-1
2.354000000E1	2.133953942E-2	4.325877117E-1
2.355000000E1	2.135373498E-2	4.142220059E-1
2.356000000E1	2.171010626E-2	4.250556733E-1
2.357000000E1	2.198765446E-2	4.371925885E-1
2.358000000E1	2.201167329E-2	4.154865105E-1
2.359000000E1	2.212074898E-2	3.919444952E-1
2.360000000E1	2.232012619E-2	3.872050740E-1
2.361000000E1	2.281785396E-2	3.855007779E-1
2.362000000E1	2.313994615E-2	3.961296424E-1
2.363000000E1	2.315095718E-2	3.844652316E-1
2.364000000E1	2.361424770E-2	3.691464933E-1
2.365000000E1	2.384509510E-2	3.662909659E-1
2.366000000E1	2.420357022E-2	3.773802646E-1
2.367000000E1	2.432790524E-2	3.627835242E-1
2.368000000E1	2.486704465E-2	3.276246467E-1
2.369000000E1	2.545604628E-2	3.233370539E-1
2.370000000E1	2.562750324E-2	3.484817173E-1
2.371000000E1	2.654097351E-2	3.606875981E-1
2.372000000E1	2.683542416E-2	3.259202981E-1
2.373000000E1	2.687940320E-2	2.994646612E-1
2.374000000E1	2.689831495E-2	2.892527688E-1
2.375000000E1	2.754168063E-2	2.989496524E-1
2.376000000E1	2.795237311E-2	2.869969216E-1
2.377000000E1	2.807941933E-2	2.607510874E-1
2.378000000E1	2.847787656E-2	2.587728016E-1
2.379000000E1	2.887921845E-2	2.590811396E-1
2.380000000E1	2.921558468E-2	2.357239361E-1
2.381000000E1	2.935877093E-2	2.291513306E-1
2.382000000E1	2.962702824E-2	2.193377504E-1
2.383000000E1	3.021720730E-2	1.912784945E-1
2.384000000E1	3.051875904E-2	1.811647379E-1
2.385000000E1	3.067487636E-2	1.691593796E-1
2.386000000E1	3.092966843E-2	1.434756098E-1
2.387000000E1	3.127205384E-2	1.362865084E-1
2.388000000E1	3.178320901E-2	1.402636702E-1
2.389000000E1	3.188096117E-2	1.392068456E-1
2.390000000E1	3.194302305E-2	1.304968321E-1
2.391000000E1	3.195932073E-2	9.196053085E-2
2.392000000E1	3.216837875E-2	8.491745501E-2
2.393000000E1	3.210311371E-2	7.383599098E-2
2.394000000E1	3.216298089E-2	5.906203527E-2
2.395000000E1	3.208190456E-2	6.258924363E-2
2.396000000E1	3.201839324E-2	3.035343499E-2
2.397000000E1	3.201187770E-2	8.349138531E-3
2.398000000E1	3.192278926E-2	6.253560386E-3
2.399000000E1	3.188981959E-2	4.918209410E-3
2.400000000E1	3.184307758E-2	7.716894099E-3
2.401000000E1	3.181147502E-2	2.119683994E-2
2.402000000E1	3.174195072E-2	5.574462903E-2
2.403000000E1	3.174003258E-2	6.039362951E-2
2.404000000E1	3.166407098E-2	6.688529999E-2
2.405000000E1	3.161096467E-2	8.492031666E-2
2.406000000E1	3.122668333E-2	9.736303974E-2
2.407000000E1	3.121525975E-2	1.213506574E-1
2.408000000E1	3.121769796E-2	1.159982270E-1
2.409000000E1	3.074995589E-2	1.121399257E-1
2.410000000E1	3.048068340E-2	1.293942588E-1
2.411000000E1	3.039270134E-2	1.539342740E-1
2.412000000E1	3.017990072E-2	1.682446655E-1
2.413000000E1	2.962618882E-2	1.751919871E-1
2.414000000E1	2.917382602E-2	1.887399582E-1
2.415000000E1	2.906360545E-2	2.043687146E-1
2.416000000E1	2.878964210E-2	2.134760463E-1
2.417000000E1	2.850706795E-2	2.308981320E-1
2.418000000E1	2.786941574E-2	2.547181649E-1
2.419000000E1	2.775066138E-2	2.653507680E-1
2.420000000E1	2.767577452E-2	2.428117513E-1
2.421000000E1	2.708393839E-2	2.601331353E-1
2.422000000E1	2.662411383E-2	2.855071928E-1
2.423000000E1	2.654934188E-2	2.873671063E-1
2.424000000E1	2.652494584E-2	2.931795642E-1
2.425000000E1	2.647105461E-2	3.067535666E-1
2.426000000E1	2.628271899E-2	3.240631074E-1
2.427000000E1	2.570362721E-2	3.258134408E-1
2.428000000E1	2.523405563E-2	3.120583102E-1
2.429000000E1	2.465325991E-2	3.054691448E-1
2.430000000E1	2.418756045E-2	3.169166386E-1
2.431000000E1	2.400287719E-2	3.518240685E-1
2.432000000E1	2.373156617E-2	3.578013568E-1
2.433000000E1	2.333331153E-2	3.633871214E-1
2.434000000E1	2.312388539E-2	3.734995347E-1
2.435000000E1	2.294976160E-2	3.788775189E-1
2.436000000E1	2.285911821E-2	3.788594690E-1
2.437000000E1	2.272354555E-2	3.586450092E-1
2.438000000E1	2.220713937E-2	3.677481004E-1
2.439000000E1	2.196889289E-2	3.857416174E-1
2.440000000E1	2.195679812E-2	3.923444162E-1
2.441000000E1	2.190204190E-2	4.054604217E-1
2.442000000E1	2.196200973E-2	4.111633785E-1
2.443000000E1	2.204926875E-2	3.923833702E-1
2.444000000E1	2.180795516E-2	3.987719850E-1
2.445000000E1	2.207742516E-2	4.181287652E-1
2.446000000E1	2.216420856E-2	3.953138079E-1
2.447000000E1	2.187005813E-2	3.909025409E-1
2.448000000E1	2.225070410E-2	4.181966945E-1
2.449000000E1	2.257807202E-2	4.011685166E-1
2.450000000E1	2.256487757E-2	3.903398773E-1
2.451000000E1	2.277999724E-2	4.094528101E-1
2.452000000E1	2.299416058E-2	4.019239307E-1
2.453000000E1	2.295638568E-2	3.884444615E-1
2.454000000E1	2.322603081E-2	4.015242787E-1
2.455000000E1	2.339492232E-2	3.889301197E-1
2.456000000E1	2.345932929E-2	3.922595579E-1
2.457000000E1	2.362595604E-2	3.786163122E-1
2.458000000E1	2.373667755E-2	3.716930989E-1
2.459000000E1	2.402237799E-2	3.741459416E-1
2.460000000E1	2.394644527E-2	3.689260163E-1
2.461000000E1	2.427648442E-2	3.718883902E-1
2.462000000E1	2.433605518E-2	3.778118949E-1
2.463000000E1	2.515320084E-2	3.756391533E-1
2.464000000E1	2.549914336E-2	3.444488430E-1
2.465000000E1	2.569356871E-2	3.460100249E-1
2.466000000E1	2.599348910E-2	3.415585845E-1
2.467000000E1	2.613020617E-2	3.263822987E-1
2.468000000E1	2.627568691E-2	3.135289385E-1
2.469000000E1	2.647946821E-2	3.292671617E-1
2.470000000E1	2.703004921E-2	3.110537918E-1
2.471000000E1	2.760153972E-2	2.787253184E-1
2.472000000E1	2.779094127E-2	2.881384338E-1
2.473000000E1	2.806142375E-2	3.010496972E-1
2.474000000E1	2.876436141E-2	2.961919839E-1
2.475000000E1	2.935714428E-2	2.761021169E-1
2.476000000E1	2.960911375E-2	2.418238045E-1
2.477000000E1	2.966519213E-2	2.427289977E-1
2.478000000E1	3.002566096E-2	2.836420777E-1
2.479000000E1	3.047451403E-2	2.469104389E-1
2.480000000E1	3.090337824E-2	2.210984597E-1
2.481000000E1	3.123476001E-2	2.086917465E-1
2.482000000E1	3.131424898E-2	1.747662396E-1
2.483000000E1	3.140203147E-2	1.790870743E-1
2.484000000E1	3.157201259E-2	1.887523654E-1
2.485000000E1	3.177754137E-2	1.893877374E-1
2.486000000E1	3.191748246E-2	1.707930869E-1
2.487000000E1	3.207015150E-2	1.555263752E-1
2.488000000E1	3.198623819E-2	1.462067609E-1
2.489000000E1	3.216461985E-2	1.408162863E-1
2.490000000E1	3.229972947E-2	1.485166697E-1
2.491000000E1	3.244215758E-2	1.401515101E-1
2.492000000E1	3.302002193E-2	1.008259103E-1
2.493000000E1	3.309759271E-2	9.220810336E-2
2.494000000E1	3.322464510E-2	8.007832066E-2
2.495000000E1	3.321357872E-2	7.023506226E-2
2.496000000E1	3.336891786E-2	6.300833533E-2
2.497000000E1	3.332474291E-2	4.235827815E-2
2.498000000E1	3.329348993E-2	4.780455298E-2
2.499000000E1	3.340963557E-2	4.088885358E-2
2.500000000E1	3.338849135E-2	2.288616069E-2
2.501000000E1	3.334686203E-2	6.144668947E-3
2.502000000E1	3.333900123E-2	1.029755253E-3
2.503000000E1	3.332966438E-2	4.388975672E-3
2.504000000E1	3.333263547E-2	1.491335745E-2
2.505000000E1	3.336105948E-2	4.420300604E-2
2.506000000E1	3.326117398E-2	5.897601959E-2
2.507000000E1	3.328122478E-2	4.661300248E-2
2.508000000E1	3.329882597E-2	7.085625231E-2
2.509000000E1	3.316855300E-2	6.963127393E-2
2.510000000E1	3.319139019E-2	7.796369817E-2
2.511000000E1	3.310646647E-2	1.093504912E-1
2.512000000E1	3.286705077E-2	9.738872682E-2
2.513000000E1	3.296391541E-2	1.077553525E-1
2.514000000E1	3.274229674E-2	1.257375735E-1
2.515000000E1	3.268848819E-2	1.392961121E-1
2.516000000E1	3.240133206E-2	1.486773532E-1
2.517000000E1	3.252558524E-2	1.532521260E-1
2.518000000E1	3.225432163E-2	1.638072467E-1
2.519000000E1	3.223556226E-2	1.987553114E-1
2.520000000E1	3.175375267E-2	2.116206834E-1
2.521000000E1	3.146110535E-2	1.854103381E-1
2.522000000E1	3.132664323E-2	1.850315223E-1
2.523000000E1	3.120244829E-2	2.083132236E-1
2.524000000E1	3.087168393E-2	2.159533345E-1
2.525000000E1	3.082686270E-2	2.354674969E-1
2.526000000E1	3.041995782E-2	2.746431813E-1
2.527000000E1	2.996521333E-2	2.571789541E-1
2.528000000E1	2.971277861E-2	2.383340660E-1
2.529000000E1	2.934163134E-2	2.620645673E-1
2.530000000E1	2.889757233E-2	2.961770305E-1
2.531000000E1	2.820276533E-2	3.050481959E-1
2.532000000E1	2.780455372E-2	2.922086664E-1
2.533000000E1	2.751699573E-2	2.891859178E-1
2.534000000E1	2.710751017E-2	3.226837622E-1
2.535000000E1	2.664029326E-2	3.288635118E-1
2.536000000E1	2.613580196E-2	3.028341729E-1
2.537000000E1	2.590277415E-2	3.071667232E-1
2.538000000E1	2.576539808E-2	3.034559939E-1
2.539000000E1	2.557651479E-2	3.132826803E-1
2.540000000E1	2.533359747E-2	3.656119864E-1
2.541000000E1	2.477689832E-2	3.625458289E-1
2.542000000E1	2.414700871E-2	3.313008932E-1
2.543000000E1	2.407245378E-2	3.505614256E-1
2.544000000E1	2.370727268E-2	3.480223400E-1
2.545000000E1	2.367702980E-2	3.368530292E-1
2.546000000E1	2.355832772E-2	3.618363141E-1
2.547000000E1	2.334786504E-2	3.655841366E-1
2.548000000E1	2.329317034E-2	3.648072253E-1
2.549000000E1	2.288167577E-2	3.703173494E-1
2.550000000E1	2.307797973E-2	3.537569354E-1
2.551000000E1	2.309724131E-2	3.581378521E-1
2.552000000E1	2.291631261E-2	3.558341384E-1
