mass_A
t	y	v
1.477000000E1	7.361537572E-2	2.338280313E-1
1.478000000E1	7.240525122E-2	2.655521650E-1
1.479000000E1	7.182425551E-2	2.489321034E-1
1.480000000E1	7.074676337E-2	2.937741721E-1
1.481000000E1	6.939358799E-2	3.240556782E-1
1.482000000E1	6.821161630E-2	3.215560187E-1
1.483000000E1	6.718117269E-2	3.597533741E-1
1.484000000E1	6.590468111E-2	3.897987522E-1
1.485000000E1	6.444759847E-2	4.166590648E-1
1.486000000E1	6.287362608E-2	4.440540546E-1
1.487000000E1	6.148392475E-2	4.569327120E-1
1.488000000E1	5.983005294E-2	4.830754701E-1
1.489000000E1	5.818684749E-2	4.945566050E-1
1.490000000E1	5.666673716E-2	4.968504717E-1
1.491000000E1	5.502017856E-2	5.143397838E-1
1.492000000E1	5.338285922E-2	5.442606465E-1
1.493000000E1	5.179767153E-2	5.733223440E-1
1.494000000E1	5.005657385E-2	5.794794606E-1
1.495000000E1	4.841219493E-2	5.944211959E-1
1.496000000E1	4.683616804E-2	6.295380355E-1
1.497000000E1	4.518884667E-2	6.433554784E-1
1.498000000E1	4.349556424E-2	6.421069595E-1
1.499000000E1	4.198735026E-2	6.376481133E-1
1.500000000E1	4.041975032E-2	6.238784260E-1
1.501000000E1	3.943755561E-2	6.503645595E-1
1.502000000E1	3.815491413E-2	6.784044636E-1
1.503000000E1	3.666146459E-2	6.934781392E-1
1.504000000E1	3.515984169E-2	6.894545678E-1
1.505000000E1	3.420370710E-2	7.012630953E-1
1.506000000E1	3.299668409E-2	7.428974940E-1
1.507000000E1	3.159028340E-2	7.052504116E-1
1.508000000E1	3.091815405E-2	7.154721254E-1
1.509000000E1	2.989633451E-2	7.520208983E-1
1.510000000E1	2.878892907E-2	7.324715315E-1
1.511000000E1	2.782643380E-2	7.354392563E-1
1.512000000E1	2.696871810E-2	7.637688453E-1
1.513000000E1	2.615686415E-2	7.607371019E-1
1.514000000E1	2.565265286E-2	7.560997949E-1
1.515000000E1	2.509976395E-2	7.748583609E-1
1.516000000E1	2.440395070E-2	7.954854502E-1
1.517000000E1	2.377760165E-2	7.865448141E-1
1.518000000E1	2.349964240E-2	7.652305829E-1
1.519000000E1	2.326479831E-2	7.746337743E-1
1.520000000E1	2.311267534E-2	7.907035953E-1
1.521000000E1	2.291883273E-2	7.968466953E-1
1.522000000E1	2.279022172E-2	7.786931669E-1
1.523000000E1	2.268238664E-2	7.641481345E-1
1.524000000E1	2.297882586E-2	7.655741306E-1
1.525000000E1	2.338022683E-2	7.573651444E-1
1.526000000E1	2.355684276E-2	7.571144078E-1
1.527000000E1	2.402743672E-2	7.436684203E-1
1.528000000E1	2.457414740E-2	7.365555562E-1
1.529000000E1	2.476990254E-2	7.534307121E-1
1.530000000E1	2.564364933E-2	7.487315049E-1
1.531000000E1	2.633761665E-2	7.330045417E-1
1.532000000E1	2.706948255E-2	7.338953049E-1
1.533000000E1	2.801122437E-2	7.205297368E-1
1.534000000E1	2.864698366E-2	6.912005139E-1
1.535000000E1	2.955847436E-2	6.943633357E-1
1.536000000E1	3.076168858E-2	6.986427792E-1
1.537000000E1	3.197161003E-2	6.662525230E-1
1.538000000E1	3.333712658E-2	6.426266078E-1
1.539000000E1	3.449006719E-2	6.388759595E-1
1.540000000E1	3.597223590E-2	6.212634267E-1
1.541000000E1	3.709700611E-2	6.063067170E-1
1.542000000E1	3.856439156E-2	6.006091376E-1
1.543000000E1	4.017903659E-2	5.976734689E-1
1.544000000E1	4.158474341E-2	5.839401865E-1
1.545000000E1	4.293604882E-2	5.564220663E-1
1.546000000E1	4.435768054E-2	5.236276741E-1
1.547000000E1	4.575776797E-2	5.047269417E-1
1.548000000E1	4.710193754E-2	5.008788410E-1
1.549000000E1	4.853330983E-2	4.932632729E-1
1.550000000E1	4.985277572E-2	4.848208534E-1
1.551000000E1	5.131070025E-2	4.471183397E-1
1.552000000E1	5.252295903E-2	4.123248198E-1
1.553000000E1	5.394151712E-2	3.996948197E-1
1.554000000E1	5.529314342E-2	3.856417304E-1
1.555000000E1	5.646205532E-2	3.683454833E-1
1.556000000E1	5.753405011E-2	3.375600342E-1
1.557000000E1	5.851426059E-2	3.167094528E-1
1.558000000E1	5.952084028E-2	3.009280781E-1
1.559000000E1	6.038489046E-2	2.709331227E-1
1.560000000E1	6.126776362E-2	2.455905427E-1
1.561000000E1	6.196548039E-2	2.171805930E-1
1.562000000E1	6.268114585E-2	1.875704421E-1
1.563000000E1	6.313120126E-2	1.709849893E-1
1.564000000E1	6.402379665E-2	1.518003204E-1
1.565000000E1	6.420960251E-2	1.394902420E-1
1.566000000E1	6.474877254E-2	1.096578914E-1
1.567000000E1	6.521516724E-2	8.583816131E-2
1.568000000E1	6.551421356E-2	5.839172659E-2
1.569000000E1	6.557640727E-2	2.071008421E-2
1.570000000E1	6.563578582E-2	6.310869187E-3
1.571000000E1	6.562725159E-2	5.302296915E-3
1.572000000E1	6.559168884E-2	1.328642936E-2
1.573000000E1	6.553196455E-2	2.460490392E-2
1.574000000E1	6.542485888E-2	6.453681155E-2
1.575000000E1	6.523483770E-2	8.744645572E-2
1.576000000E1	6.464066431E-2	1.060181470E-1
1.577000000E1	6.411928774E-2	1.417045870E-1
1.578000000E1	6.373435611E-2	1.649060595E-1
1.579000000E1	6.281474060E-2	1.704354533E-1
1.580000000E1	6.249688858E-2	2.072809282E-1
1.581000000E1	6.143103390E-2	2.350958783E-1
1.582000000E1	6.100195633E-2	2.619422794E-1
1.583000000E1	5.992648417E-2	2.959798608E-1
1.584000000E1	5.872586891E-2	2.996585973E-1
1.585000000E1	5.812360858E-2	3.297305299E-1
1.586000000E1	5.707470633E-2	3.445647119E-1
1.587000000E1	5.580827444E-2	3.482840491E-1
1.588000000E1	5.455569297E-2	3.869685528E-1
1.589000000E1	5.313852176E-2	3.914488494E-1
1.590000000E1	5.228375700E-2	3.990036753E-1
1.591000000E1	5.140300526E-2	4.463972947E-1
1.592000000E1	5.004452400E-2	4.671025241E-1
1.593000000E1	4.870440176E-2	4.809466211E-1
1.594000000E1	4.735897972E-2	4.840613433E-1
1.595000000E1	4.595715578E-2	4.874505437E-1
1.596000000E1	4.464121361E-2	5.197290733E-1
1.597000000E1	4.328596449E-2	5.430096486E-1
1.598000000E1	4.190941227E-2	5.608873138E-1
1.599000000E1	4.059390517E-2	5.808904993E-1
1.600000000E1	3.920822360E-2	5.831198248E-1
1.601000000E1	3.791252327E-2	5.809929107E-1
1.602000000E1	3.664150823E-2	5.986808615E-1
1.603000000E1	3.545601571E-2	6.152608417E-1
1.604000000E1	3.438233049E-2	6.123438912E-1
1.605000000E1	3.351214912E-2	6.377522073E-1
1.606000000E1	3.232019249E-2	6.781008686E-1
1.607000000E1	3.126802228E-2	6.698125580E-1
1.608000000E1	3.037411168E-2	6.590034663E-1
1.609000000E1	2.950717544E-2	6.882441922E-1
1.610000000E1	2.857121894E-2	7.053692802E-1
1.611000000E1	2.753513119E-2	6.860085985E-1
1.612000000E1	2.698041241E-2	6.830397222E-1
1.613000000E1	2.605966953E-2	7.186237946E-1
1.614000000E1	2.573830382E-2	7.230232030E-1
1.615000000E1	2.520093608E-2	7.050036257E-1
1.616000000E1	2.490218408E-2	7.102280727E-1
1.617000000E1	2.459601133E-2	7.331444571E-1
1.618000000E1	2.405692063E-2	7.402008425E-1
1.619000000E1	2.399000472E-2	7.408188412E-1
1.620000000E1	2.399233789E-2	7.399380132E-1
1.621000000E1	2.408900587E-2	7.369219322E-1
1.622000000E1	2.418145024E-2	7.471119347E-1
1.623000000E1	2.445479325E-2	7.434773911E-1
1.624000000E1	2.462137553E-2	7.430000385E-1
1.625000000E1	2.491821908E-2	7.298118050E-1
1.626000000E1	2.523394792E-2	7.089366394E-1
1.627000000E1	2.551915266E-2	7.193968287E-1
1.628000000E1	2.590080623E-2	7.277296371E-1
1.629000000E1	2.661441412E-2	7.024846456E-1
1.630000000E1	2.728404475E-2	6.925774690E-1
1.631000000E1	2.777802130E-2	7.154178038E-1
1.632000000E1	2.866007254E-2	7.013618373E-1
1.633000000E1	2.947933579E-2	6.740513784E-1
1.634000000E1	3.051334817E-2	6.680230257E-1
1.635000000E1	3.127745740E-2	6.729126361E-1
1.636000000E1	3.193151363E-2	6.663281574E-1
1.637000000E1	3.288932511E-2	6.422739460E-1
1.638000000E1	3.373063185E-2	6.454983676E-1
1.639000000E1	3.480514082E-2	6.628515014E-1
1.640000000E1	3.609549413E-2	6.325678126E-1
1.641000000E1	3.686007142E-2	6.045468912E-1
1.642000000E1	3.813743638E-2	6.002052380E-1
1.643000000E1	3.950323706E-2	5.819495312E-1
1.644000000E1	4.051227617E-2	5.558781383E-1
1.645000000E1	4.153065547E-2	5.631737005E-1
1.646000000E1	4.289608773E-2	5.481486066E-1
1.647000000E1	4.407821709E-2	5.183377264E-1
1.648000000E1	4.517137439E-2	5.225204957E-1
1.649000000E1	4.650624678E-2	4.967449084E-1
1.650000000E1	4.772700448E-2	4.679313353E-1
1.651000000E1	4.865638677E-2	4.585440846E-1
1.652000000E1	4.987771942E-2	4.551158098E-1
1.653000000E1	5.125888454E-2	4.394226542E-1
1.654000000E1	5.233674692E-2	4.082655644E-1
1.655000000E1	5.336415393E-2	3.999116868E-1
1.656000000E1	5.460320878E-2	3.771841107E-1
1.657000000E1	5.560086672E-2	3.369124202E-1
1.658000000E1	5.652792637E-2	3.226886046E-1
1.659000000E1	5.774241030E-2	3.108501576E-1
1.660000000E1	5.852642022E-2	2.979633856E-1
1.661000000E1	5.951074671E-2	2.838632661E-1
1.662000000E1	6.016262596E-2	2.460710880E-1
1.663000000E1	6.111504867E-2	2.314247638E-1
1.664000000E1	6.148781310E-2	2.279359212E-1
1.665000000E1	6.262352472E-2	1.853545444E-1
1.666000000E1	6.291939082E-2	1.607579436E-1
1.667000000E1	6.331686945E-2	1.563322414E-1
1.668000000E1	6.412138816E-2	1.439325086E-1
1.669000000E1	6.442289977E-2	9.780289542E-2
1.670000000E1	6.461746733E-2	7.701668069E-2
1.671000000E1	6.464661679E-2	7.233286193E-2
1.672000000E1	6.498258496E-2	3.857198035E-2
1.673000000E1	6.497080139E-2	8.285028068E-3
1.674000000E1	6.494560447E-2	1.894129519E-2
1.675000000E1	6.474792645E-2	2.866310922E-2
1.676000000E1	6.458619930E-2	2.462595728E-2
1.677000000E1	6.449324596E-2	6.547526283E-2
1.678000000E1	6.439763723E-2	8.048821878E-2
1.679000000E1	6.424359838E-2	8.540388283E-2
1.680000000E1	6.392688179E-2	1.315851705E-1
1.681000000E1	6.330134331E-2	1.574493503E-1
1.682000000E1	6.282662185E-2	1.636609566E-1
1.683000000E1	6.245339008E-2	1.729909589E-1
1.684000000E1	6.152950716E-2	1.969134637E-1
1.685000000E1	6.110945803E-2	2.263333108E-1
1.686000000E1	6.007608546E-2	2.548206635E-1
1.687000000E1	5.942890910E-2	2.672880686E-1
1.688000000E1	5.829852084E-2	2.670307915E-1
1.689000000E1	5.777642241E-2	2.900279411E-1
1.690000000E1	5.648030933E-2	3.176811219E-1
1.691000000E1	5.592049878E-2	3.446888424E-1
1.692000000E1	5.476317625E-2	3.749938715E-1
1.693000000E1	5.352968893E-2	3.702306729E-1
1.694000000E1	5.284036153E-2	3.885651703E-1
1.695000000E1	5.150708085E-2	4.247090518E-1
1.696000000E1	5.014053177E-2	4.297909593E-1
1.697000000E1	4.929400877E-2	4.317054111E-1
1.698000000E1	4.815606883E-2	4.420927030E-1
1.699000000E1	4.678626212E-2	4.522388079E-1
1.700000000E1	4.587076106E-2	4.829650749E-1
1.701000000E1	4.476930211E-2	5.188362524E-1
1.702000000E1	4.334878335E-2	5.150176221E-1
1.703000000E1	4.216152356E-2	5.195386125E-1
1.704000000E1	4.107359641E-2	5.420619405E-1
1.705000000E1	3.994988103E-2	5.544347238E-1
1.706000000E1	3.863105390E-2	5.674767373E-1
1.707000000E1	3.755301102E-2	5.794925145E-1
1.708000000E1	3.650076676E-2	5.924830692E-1
1.709000000E1	3.523918493E-2	6.057371231E-1
1.710000000E1	3.425353107E-2	6.326571467E-1
1.711000000E1	3.312047009E-2	6.278469462E-1
1.712000000E1	3.215417066E-2	6.126540594E-1
1.713000000E1	3.115290676E-2	6.275191828E-1
1.714000000E1	3.016278941E-2	6.567741087E-1
1.715000000E1	2.913356448E-2	6.619857881E-1
1.716000000E1	2.812973870E-2	6.406868346E-1
1.717000000E1	2.737235958E-2	6.694153472E-1
1.718000000E1	2.636992308E-2	6.731482865E-1
1.719000000E1	2.585979149E-2	6.339366514E-1
1.720000000E1	2.549101077E-2	6.608279276E-1
1.721000000E1	2.481851008E-2	6.753786109E-1
1.722000000E1	2.409144110E-2	6.807306510E-1
1.723000000E1	2.373343072E-2	6.804064902E-1
1.724000000E1	2.350024582E-2	6.765902170E-1
1.725000000E1	2.327930261E-2	6.783849528E-1
1.726000000E1	2.318968784E-2	6.769263673E-1
1.727000000E1	2.304703090E-2	6.915479457E-1
1.728000000E1	2.290724788E-2	6.805089684E-1
1.729000000E1	2.281870926E-2	6.869912586E-1
1.730000000E1	2.280215759E-2	6.857604975E-1
1.731000000E1	2.288355633E-2	6.844679278E-1
1.732000000E1	2.340406985E-2	6.754937465E-1
1.733000000E1	2.362051908E-2	6.731130180E-1
1.734000000E1	2.369884291E-2	6.719308643E-1
1.735000000E1	2.450489140E-2	6.403823244E-1
1.736000000E1	2.471771091E-2	6.453515109E-1
1.737000000E1	2.509214299E-2	6.590441717E-1
1.738000000E1	2.578537642E-2	6.455483469E-1
1.739000000E1	2.627925399E-2	6.135516910E-1
1.740000000E1	2.708720530E-2	6.070754419E-1
1.741000000E1	2.784816525E-2	6.102970849E-1
1.742000000E1	2.848224601E-2	5.992309269E-1
1.743000000E1	2.929256534E-2	5.916953737E-1
1.744000000E1	3.000229839E-2	5.950502748E-1
1.745000000E1	3.090009956E-2	5.988985581E-1
1.746000000E1	3.189456585E-2	5.618407019E-1
1.747000000E1	3.274080560E-2	5.429432048E-1
1.748000000E1	3.362991881E-2	5.263560594E-1
1.749000000E1	3.484749176E-2	5.230227134E-1
1.750000000E1	3.603699804E-2	5.231969465E-1
1.751000000E1	3.671110288E-2	4.905741991E-1
1.752000000E1	3.764470560E-2	4.745743488E-1
1.753000000E1	3.891859949E-2	4.686557473E-1
1.754000000E1	4.009017670E-2	4.538286776E-1
1.755000000E1	4.085833743E-2	4.391272995E-1
1.756000000E1	4.175924655E-2	4.114608065E-1
1.757000000E1	4.298847779E-2	4.035820714E-1
1.758000000E1	4.406027417E-2	3.766179296E-1
1.759000000E1	4.465467103E-2	3.429307041E-1
1.760000000E1	4.584570881E-2	3.494026584E-1
1.761000000E1	4.692169394E-2	3.195735978E-1
1.762000000E1	4.765994912E-2	2.920814575E-1
1.763000000E1	4.861561847E-2	2.890569867E-1
1.764000000E1	4.946933499E-2	2.833670902E-1
1.765000000E1	5.009644183E-2	2.505841686E-1
1.766000000E1	5.087995270E-2	2.425442688E-1
1.767000000E1	5.145575841E-2	2.262023760E-1
1.768000000E1	5.209887699E-2	1.843417429E-1
1.769000000E1	5.260274195E-2	1.668243793E-1
1.770000000E1	5.291724033E-2	1.478032508E-1
1.771000000E1	5.322768594E-2	1.415616955E-1
1.772000000E1	5.373961384E-2	1.415326476E-1
1.773000000E1	5.415520858E-2	9.244478092E-2
1.774000000E1	5.425138635E-2	6.916439433E-2
1.775000000E1	5.434753582E-2	6.773760622E-2
1.776000000E1	5.437125982E-2	2.590011228E-2
1.777000000E1	5.438064962E-2	4.017943554E-3
1.778000000E1	5.432477557E-2	8.383360343E-3
1.779000000E1	5.423519196E-2	1.146468819E-2
1.780000000E1	5.420274812E-2	3.767341480E-2
1.781000000E1	5.408033612E-2	6.571718028E-2
1.782000000E1	5.387679880E-2	9.184159447E-2
1.783000000E1	5.336265049E-2	1.092410072E-1
1.784000000E1	5.285078849E-2	1.180055579E-1
1.785000000E1	5.265892673E-2	1.528825740E-1
1.786000000E1	5.194094515E-2	1.674365644E-1
1.787000000E1	5.136149374E-2	1.816699066E-1
1.788000000E1	5.085112939E-2	2.162358808E-1
1.789000000E1	5.007806093E-2	2.186372713E-1
1.790000000E1	4.973305168E-2	2.430917398E-1
1.791000000E1	4.872734520E-2	2.836644461E-1
1.792000000E1	4.820497354E-2	2.988623579E-1
1.793000000E1	4.730093433E-2	3.157473677E-1
1.794000000E1	4.643304102E-2	3.219429283E-1
1.795000000E1	4.561256496E-2	3.344245189E-1
1.796000000E1	4.450243941E-2	3.491633908E-1
1.797000000E1	4.364477856E-2	3.694557514E-1
1.798000000E1	4.283007458E-2	3.841136310E-1
1.799000000E1	4.170476097E-2	4.038673464E-1
1.800000000E1	4.062063366E-2	4.302457605E-1
1.801000000E1	3.998765006E-2	4.448861788E-1
1.802000000E1	3.893601703E-2	4.647546132E-1
1.803000000E1	3.773239815E-2	4.733015919E-1
1.804000000E1	3.671732831E-2	4.708922996E-1
1.805000000E1	3.595678569E-2	4.764196473E-1
1.806000000E1	3.491302798E-2	5.020658373E-1
1.807000000E1	3.382982188E-2	5.142628138E-1
1.808000000E1	3.315824616E-2	5.096139935E-1
1.809000000E1	3.221243614E-2	5.425670705E-1
1.810000000E1	3.104626868E-2	5.603784954E-1
1.811000000E1	3.050083660E-2	5.498572432E-1
1.812000000E1	2.971798330E-2	5.576379953E-1
1.813000000E1	2.895859187E-2	5.806597837E-1
1.814000000E1	2.821016183E-2	6.109377334E-1
1.815000000E1	2.725232991E-2	6.070179518E-1
1.816000000E1	2.674958180E-2	5.906354874E-1
1.817000000E1	2.597763396E-2	6.122064458E-1
1.818000000E1	2.548597576E-2	6.289960874E-1
1.819000000E1	2.488630758E-2	6.179719816E-1
1.820000000E1	2.470001240E-2	6.072402013E-1
1.821000000E1	2.425963599E-2	6.178804574E-1
1.822000000E1	2.386396136E-2	6.320584891E-1
1.823000000E1	2.361318264E-2	6.356319802E-1
1.824000000E1	2.357048802E-2	6.371698172E-1
1.825000000E1	2.348169312E-2	6.340822421E-1
1.826000000E1	2.307677831E-2	6.393808285E-1
1.827000000E1	2.294613168E-2	6.432214699E-1
1.828000000E1	2.294968675E-2	6.410527059E-1
1.829000000E1	2.306757238E-2	6.298534364E-1
1.830000000E1	2.320253653E-2	6.279054377E-1
1.831000000E1	2.338097951E-2	6.503618107E-1
1.832000000E1	2.352366731E-2	6.456519904E-1
1.833000000E1	2.378934940E-2	6.226719877E-1
1.834000000E1	2.408750044E-2	6.173976931E-1
1.835000000E1	2.437948696E-2	6.148418462E-1
1.836000000E1	2.484149701E-2	6.024269242E-1
1.837000000E1	2.564469090E-2	5.974887416E-1
1.838000000E1	2.600148254E-2	6.003908457E-1
1.839000000E1	2.663699188E-2	5.959531034E-1
1.840000000E1	2.729717795E-2	5.953471827E-1
1.841000000E1	2.785990372E-2	5.873532666E-1
1.842000000E1	2.869477268E-2	5.832923117E-1
1.843000000E1	2.961430771E-2	5.883955383E-1
1.844000000E1	3.044139368E-2	5.618472465E-1
1.845000000E1	3.123286317E-2	5.433614837E-1
1.846000000E1	3.178945581E-2	5.435267273E-1
1.847000000E1	3.270026422E-2	5.359386150E-1
1.848000000E1	3.344891682E-2	5.225920174E-1
1.849000000E1	3.458408278E-2	5.148703310E-1
1.850000000E1	3.523677837E-2	5.066831305E-1
1.851000000E1	3.636847004E-2	4.783274140E-1
1.852000000E1	3.693839830E-2	4.628597303E-1
1.853000000E1	3.811519224E-2	4.598875685E-1
1.854000000E1	3.882624828E-2	4.529382718E-1
1.855000000E1	3.990289188E-2	4.451893019E-1
1.856000000E1	4.037965073E-2	4.404614485E-1
1.857000000E1	4.153951921E-2	4.028437261E-1
1.858000000E1	4.216767390E-2	3.888949665E-1
1.859000000E1	4.322206372E-2	3.747965834E-1
1.860000000E1	4.369602017E-2	3.555175639E-1
1.861000000E1	4.482275302E-2	3.685032494E-1
1.862000000E1	4.530577796E-2	3.462634907E-1
1.863000000E1	4.645849264E-2	3.142346970E-1
1.864000000E1	4.692041313E-2	2.986229675E-1
1.865000000E1	4.798857416E-2	2.905045760E-1
1.866000000E1	4.845893205E-2	2.613193804E-1
1.867000000E1	4.932380667E-2	2.458541718E-1
1.868000000E1	4.996217457E-2	2.254296458E-1
1.869000000E1	5.058794695E-2	1.964103608E-1
1.870000000E1	5.132928578E-2	1.979818469E-1
1.871000000E1	5.166180317E-2	1.905304106E-1
1.872000000E1	5.223413737E-2	1.692322713E-1
1.873000000E1	5.272642665E-2	1.514039124E-1
1.874000000E1	5.313925888E-2	1.227496929E-1
1.875000000E1	5.335428182E-2	9.183803720E-2
1.876000000E1	5.349364472E-2	7.652581979E-2
1.877000000E1	5.374374249E-2	6.799479110E-2
1.878000000E1	5.379335670E-2	4.380454244E-2
1.879000000E1	5.375044037E-2	2.121627358E-2
1.880000000E1	5.363019395E-2	9.931059796E-3
1.881000000E1	5.357071887E-2	1.247696936E-2
1.882000000E1	5.344135179E-2	1.626454057E-2
1.883000000E1	5.336810034E-2	2.577330641E-2
1.884000000E1	5.331049151E-2	6.466528055E-2
1.885000000E1	5.323768609E-2	6.724676009E-2
1.886000000E1	5.313089916E-2	8.184258979E-2
1.887000000E1	5.303709481E-2	1.234453173E-1
1.888000000E1	5.278204645E-2	1.417782615E-1
1.889000000E1	5.209885973E-2	1.635877655E-1
1.890000000E1	5.161663960E-2	1.640643189E-1
1.891000000E1	5.143724992E-2	1.730606532E-1
1.892000000E1	5.072602701E-2	1.993170422E-1
1.893000000E1	5.002991955E-2	2.154598399E-1
1.894000000E1	4.965870922E-2	2.236056394E-1
1.895000000E1	4.867785745E-2	2.406928797E-1
1.896000000E1	4.828092728E-2	2.719864696E-1
1.897000000E1	4.738900268E-2	2.948514168E-1
1.898000000E1	4.663462892E-2	3.049689355E-1
1.899000000E1	4.612724793E-2	3.174933674E-1
1.900000000E1	4.511085116E-2	3.212524161E-1
1.901000000E1	4.450137607E-2	3.229466276E-1
1.902000000E1	4.349294411E-2	3.555239263E-1
1.903000000E1	4.292712709E-2	3.772437884E-1
1.904000000E1	4.182302439E-2	3.828766309E-1
1.905000000E1	4.130448630E-2	3.918158288E-1
1.906000000E1	4.019740507E-2	4.048077493E-1
1.907000000E1	3.969818784E-2	4.371873417E-1
1.908000000E1	3.854073985E-2	4.454613320E-1
1.909000000E1	3.799178661E-2	4.514873928E-1
1.910000000E1	3.676177266E-2	4.614561865E-1
1.911000000E1	3.620808368E-2	4.632090488E-1
1.912000000E1	3.506250964E-2	4.667077359E-1
1.913000000E1	3.448983833E-2	4.764460320E-1
1.914000000E1	3.336842727E-2	5.108640502E-1
1.915000000E1	3.255683390E-2	5.167801705E-1
1.916000000E1	3.173386274E-2	4.983988991E-1
1.917000000E1	3.115501604E-2	5.201968994E-1
1.918000000E1	3.031074160E-2	5.309757505E-1
1.919000000E1	2.960811209E-2	5.344898417E-1
1.920000000E1	2.874831445E-2	5.603431900E-1
1.921000000E1	2.793144535E-2	5.434072815E-1
1.922000000E1	2.741592717E-2	5.488505256E-1
1.923000000E1	2.663518466E-2	5.841530190E-1
1.924000000E1	2.596446339E-2	5.890951042E-1
1.925000000E1	2.564206915E-2	5.789735328E-1
1.926000000E1	2.507830609E-2	5.875088987E-1
1.927000000E1	2.430699733E-2	6.053859581E-1
1.928000000E1	2.395241794E-2	6.035869772E-1
1.929000000E1	2.372785307E-2	6.038046011E-1
1.930000000E1	2.342982696E-2	6.030313965E-1
1.931000000E1	2.322578338E-2	6.035633704E-1
1.932000000E1	2.311927874E-2	6.072288186E-1
1.933000000E1	2.301117875E-2	6.064847057E-1
1.934000000E1	2.290751160E-2	6.036403268E-1
1.935000000E1	2.283967344E-2	6.026699354E-1
1.936000000E1	2.273860175E-2	5.988772498E-1
1.937000000E1	2.266697919E-2	5.998226749E-1
1.938000000E1	2.261482880E-2	5.998774803E-1
1.939000000E1	2.258731008E-2	5.950653612E-1
1.940000000E1	2.267751261E-2	5.953848359E-1
1.941000000E1	2.321881861E-2	5.886019918E-1
1.942000000E1	2.344351405E-2	5.722994595E-1
1.943000000E1	2.352868049E-2	5.549913662E-1
1.944000000E1	2.381667312E-2	5.599329648E-1
1.945000000E1	2.433297109E-2	5.725002136E-1
1.946000000E1	2.455086506E-2	5.603181428E-1
1.947000000E1	2.520313182E-2	5.479164071E-1
1.948000000E1	2.579038096E-2	5.194442944E-1
1.949000000E1	2.651445375E-2	5.306848573E-1
1.950000000E1	2.702562773E-2	5.312675759E-1
1.951000000E1	2.790126845E-2	4.897683285E-1
1.952000000E1	2.833776270E-2	4.936451556E-1
1.953000000E1	2.912686509E-2	5.008063916E-1
1.954000000E1	2.954578271E-2	4.898684174E-1
1.955000000E1	3.067789269E-2	4.690725426E-1
1.956000000E1	3.096897587E-2	4.563577721E-1
1.957000000E1	3.201690608E-2	4.496922200E-1
1.958000000E1	3.270692720E-2	4.404679207E-1
1.959000000E1	3.336648325E-2	4.238756621E-1
1.960000000E1	3.433110638E-2	3.964978340E-1
1.961000000E1	3.487769730E-2	3.861679937E-1
1.962000000E1	3.588215281E-2	3.753256088E-1
1.963000000E1	3.634147991E-2	3.551345355E-1
1.964000000E1	3.736860313E-2	3.421616646E-1
1.965000000E1	3.786069967E-2	3.216698745E-1
1.966000000E1	3.873376919E-2	3.025005549E-1
1.967000000E1	3.920930772E-2	2.955463522E-1
1.968000000E1	4.015127585E-2	2.893018081E-1
1.969000000E1	4.039446700E-2	2.781968635E-1
1.970000000E1	4.123881023E-2	2.496543339E-1
1.971000000E1	4.168759885E-2	2.399761821E-1
1.972000000E1	4.211755477E-2	2.258177404E-1
1.973000000E1	4.289032418E-2	1.903150211E-1
1.974000000E1	4.309213626E-2	1.753239403E-1
1.975000000E1	4.347898905E-2	1.554592059E-1
1.976000000E1	4.415738573E-2	1.371084045E-1
1.977000000E1	4.435281335E-2	1.368203240E-1
1.978000000E1	4.447487520E-2	1.315090537E-1
1.979000000E1	4.475414763E-2	9.385312074E-2
1.980000000E1	4.515772628E-2	8.482179864E-2
1.981000000E1	4.556104273E-2	7.410042373E-2
1.982000000E1	4.571253617E-2	2.934710353E-2
1.983000000E1	4.573341910E-2	7.453901526E-3
1.984000000E1	4.575918687E-2	2.509649339E-3
1.985000000E1	4.576174047E-2	7.819581763E-3
1.986000000E1	4.575253963E-2	1.130080214E-2
1.987000000E1	4.573377883E-2	3.259949205E-2
1.988000000E1	4.568514557E-2	6.722156627E-2
1.989000000E1	4.562480459E-2	7.926744526E-2
1.990000000E1	4.525513437E-2	9.221280448E-2
1.991000000E1	4.481189893E-2	1.223226141E-1
1.992000000E1	4.444059432E-2	1.470604896E-1
1.993000000E1	4.431163562E-2	1.542728922E-1
1.994000000E1	4.387167574E-2	1.667174987E-1
1.995000000E1	4.323856192E-2	1.724922778E-1
1.996000000E1	4.294414068E-2	2.125672770E-1
1.997000000E1	4.246329618E-2	2.287228300E-1
1.998000000E1	4.180145073E-2	2.354628811E-1
1.999000000E1	4.152086168E-2	2.579554200E-1
2.000000000E1	4.059386682E-2	2.494490944E-1
2.001000000E1	4.019002576E-2	2.817775799E-1
2.002000000E1	3.929911150E-2	3.064083010E-1
2.003000000E1	3.884117426E-2	3.079234973E-1
2.004000000E1	3.785370458E-2	3.189224670E-1
2.005000000E1	3.738920634E-2	3.392812703E-1
2.006000000E1	3.641149243E-2	3.632513424E-1
2.007000000E1	3.600705488E-2	3.610603345E-1
2.008000000E1	3.503136718E-2	3.791838084E-1
2.009000000E1	3.467234122E-2	3.934879211E-1
2.010000000E1	3.360306367E-2	3.966191706E-1
2.011000000E1	3.322205719E-2	4.300745665E-1
2.012000000E1	3.226272195E-2	4.390661721E-1
2.013000000E1	3.182944373E-2	4.518275857E-1
2.014000000E1	3.098062645E-2	4.724612473E-1
